thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture
"(0, 0, 0)","(-0.86632, 0.38042, 0.323682)","(-0.837961, 0.433018, 0.33214)","(-0.807253, 0.482964, 0.339246)","(-0.864918, 0.491489, -0.101759)","(-0.701636, 0.430461, 0.567812)","(0.0255691, 0.156875, 0.987288)","(0.506894, -0.0940666, 0.856861)","(-0.788138, 0.603849, -0.119185)","(-0.731713, 0.624989, -0.272)","(-0.746732, 0.604675, 0.277056)","(-0.582557, 0.443966, 0.680824)","(-0.68662, 0.714833, -0.132541)","(-0.628303, 0.649579, -0.428115)","(-0.74002, 0.671462, 0.0388441)","(-0.696889, 0.56178, 0.445813)","(-0.576222, 0.796897, -0.181449)","(-0.386093, 0.806365, -0.448004)","(-0.570118, 0.82113, -0.0266803)","(-0.633021, 0.688818, 0.353291)",oinch
"(0, 0, 0)","(-0.868135, 0.377903, 0.321763)","(-0.838703, 0.431886, 0.33174)","(-0.805891, 0.484383, 0.34046)","(-0.86133, 0.498038, -0.100346)","(-0.71413, 0.427783, 0.554094)","(0.0101067, 0.143013, 0.989669)","(0.500155, -0.113322, 0.858489)","(-0.783793, 0.610255, -0.115137)","(-0.725942, 0.632522, -0.270044)","(-0.746914, 0.603673, 0.278745)","(-0.58739, 0.435552, 0.682105)","(-0.681562, 0.720888, -0.125674)","(-0.617373, 0.662929, -0.423529)","(-0.733639, 0.678263, 0.0416433)","(-0.696228, 0.561831, 0.44678)","(-0.570305, 0.803182, -0.172193)","(-0.383357, 0.820145, -0.424736)","(-0.568883, 0.822418, 0.000590265)","(-0.631538, 0.677026, 0.377882)",oinch
"(0, 0, 0)","(-0.871867, 0.37078, 0.319955)","(-0.841191, 0.42654, 0.332357)","(-0.802433, 0.487155, 0.344646)","(-0.858275, 0.504076, -0.0962861)","(-0.733181, 0.419792, 0.534996)","(-0.0171899, 0.122392, 0.992333)","(0.485064, -0.137876, 0.863541)","(-0.780164, 0.616364, -0.106953)","(-0.719027, 0.642149, -0.26579)","(-0.748956, 0.599717, 0.281787)","(-0.596195, 0.420497, 0.68391)","(-0.677418, 0.726849, -0.113121)","(-0.60671, 0.678849, -0.413601)","(-0.729232, 0.682468, 0.0495772)","(-0.698498, 0.555012, 0.451733)","(-0.565318, 0.809996, -0.155956)","(-0.388471, 0.837284, -0.384767)","(-0.576717, 0.815293, 0.0519139)","(-0.634981, 0.643731, 0.427094)",oinch
"(0, 0, 0)","(-0.872723, 0.363295, 0.326146)","(-0.840819, 0.420498, 0.340889)","(-0.796849, 0.487594, 0.356767)","(-0.856477, 0.509333, -0.0838211)","(-0.74507, 0.410791, 0.525472)","(-0.0342279, 0.0988738, 0.994511)","(0.477388, -0.164281, 0.863199)","(-0.778007, 0.621661, -0.0907908)","(-0.711282, 0.653292, -0.259398)","(-0.748391, 0.598602, 0.285632)","(-0.601833, 0.408852, 0.68603)","(-0.674922, 0.731975, -0.093235)","(-0.600901, 0.694252, -0.396146)","(-0.725607, 0.684946, 0.0659028)","(-0.697714, 0.545662, 0.464163)","(-0.562434, 0.816054, -0.133129)","(-0.396323, 0.851889, -0.342363)","(-0.584139, 0.804792, 0.105316)","(-0.635282, 0.607215, 0.477186)",oinch
"(0, 0, 0)","(-0.872887, 0.365015, 0.323778)","(-0.838206, 0.426145, 0.34031)","(-0.787182, 0.501489, 0.358961)","(-0.855159, 0.511941, -0.0813605)","(-0.75337, 0.411435, 0.512986)","(-0.0468029, 0.0943457, 0.994439)","(0.471505, -0.17276, 0.864776)","(-0.776432, 0.624161, -0.0870371)","(-0.703308, 0.660731, -0.262282)","(-0.745531, 0.603369, 0.283072)","(-0.602898, 0.409071, 0.684964)","(-0.673108, 0.734273, -0.0881385)","(-0.596602, 0.701099, -0.390545)","(-0.72255, 0.687636, 0.0712655)","(-0.696235, 0.544036, 0.468275)","(-0.56033, 0.818489, -0.126912)","(-0.394715, 0.855378, -0.335454)","(-0.584131, 0.803834, 0.112437)","(-0.636096, 0.601733, 0.48301)",oinch
"(0, 0, 0)","(-0.874343, 0.363688, 0.321333)","(-0.838076, 0.427136, 0.339386)","(-0.781523, 0.50902, 0.360722)","(-0.853769, 0.514528, -0.0796274)","(-0.758957, 0.410487, 0.505456)","(-0.0562824, 0.087593, 0.994565)","(0.466124, -0.181867, 0.865825)","(-0.774786, 0.626631, -0.0839004)","(-0.695763, 0.669466, -0.260246)","(-0.741257, 0.606859, 0.28681)","(-0.600643, 0.405631, 0.688979)","(-0.671229, 0.736529, -0.0835245)","(-0.592086, 0.708626, -0.383775)","(-0.719431, 0.689999, 0.0795042)","(-0.693872, 0.540364, 0.475971)","(-0.558127, 0.82088, -0.121036)","(-0.391612, 0.859461, -0.328583)","(-0.582881, 0.803933, 0.118077)","(-0.636698, 0.598299, 0.48647)",oinch
"(0, 0, 0)","(-0.877488, 0.359022, 0.317991)","(-0.840944, 0.423245, 0.33716)","(-0.78158, 0.508962, 0.36068)","(-0.852549, 0.51679, -0.0780266)","(-0.762386, 0.409036, 0.501455)","(-0.0621704, 0.0803276, 0.994828)","(0.46281, -0.19069, 0.865704)","(-0.773348, 0.62878, -0.0810495)","(-0.686412, 0.681655, -0.253347)","(-0.732756, 0.611254, 0.299062)","(-0.590957, 0.398939, 0.701154)","(-0.669592, 0.738477, -0.0793595)","(-0.587728, 0.716953, -0.374906)","(-0.715624, 0.692477, 0.0914254)","(-0.689471, 0.535535, 0.487681)","(-0.556208, 0.822943, -0.115746)","(-0.387236, 0.864687, -0.319944)","(-0.579846, 0.804941, 0.125892)","(-0.635308, 0.595331, 0.491899)",oinch
"(0, 0, 0)","(-0.879149, 0.358806, 0.313615)","(-0.841241, 0.423946, 0.335536)","(-0.779861, 0.510237, 0.362594)","(-0.84649, 0.526919, -0.0762294)","(-0.767946, 0.405444, 0.495856)","(-0.0774482, 0.0571313, 0.995358)","(0.449843, -0.217626, 0.866187)","(-0.766201, 0.638168, -0.0753565)","(-0.668616, 0.702319, -0.244337)","(-0.72368, 0.61747, 0.308249)","(-0.589657, 0.3894, 0.707582)","(-0.661444, 0.746767, -0.0695041)","(-0.574315, 0.73694, -0.356485)","(-0.706919, 0.698212, 0.112985)","(-0.683858, 0.525009, 0.506659)","(-0.546784, 0.83101, -0.102225)","(-0.370063, 0.880614, -0.295927)","(-0.568312, 0.809754, 0.146016)","(-0.630869, 0.589643, 0.504307)",oinch
"(0, 0, 0)","(-0.88314, 0.355717, 0.305824)","(-0.84405, 0.420162, 0.333232)","(-0.780905, 0.504986, 0.367664)","(-0.834941, 0.545729, -0.0710844)","(-0.777575, 0.391438, 0.49209)","(-0.107718, 0.00145979, 0.994181)","(0.420952, -0.276323, 0.86397)","(-0.752902, 0.655267, -0.0613489)","(-0.644342, 0.730631, -0.225836)","(-0.719573, 0.615669, 0.321194)","(-0.602285, 0.36044, 0.712275)","(-0.646611, 0.761428, -0.0460599)","(-0.546337, 0.77783, -0.31064)","(-0.689313, 0.707305, 0.156739)","(-0.676822, 0.502749, 0.537732)","(-0.52962, 0.845311, -0.0703734)","(-0.344586, 0.90667, -0.243331)","(-0.555668, 0.809791, 0.188339)","(-0.631583, 0.567304, 0.528459)",oinch
"(0, 0, 0)","(-0.885322, 0.353714, 0.301812)","(-0.845441, 0.418113, 0.332283)","(-0.781096, 0.502453, 0.370715)","(-0.829297, 0.55474, -0.0673041)","(-0.783959, 0.385084, 0.486949)","(-0.123616, -0.0267279, 0.99197)","(0.408233, -0.306906, 0.859741)","(-0.746529, 0.663232, -0.0530742)","(-0.631138, 0.745237, -0.215144)","(-0.716776, 0.614711, 0.329186)","(-0.60756, 0.344731, 0.715564)","(-0.639625, 0.767977, -0.0330303)","(-0.527489, 0.805948, -0.268707)","(-0.672557, 0.711822, 0.202427)","(-0.66133, 0.482541, 0.574279)","(-0.521599, 0.851539, -0.0530707)","(-0.334493, 0.920845, -0.200398)","(-0.550031, 0.803431, 0.227956)","(-0.629288, 0.543721, 0.555306)",oinch
"(0, 0, 0)","(-0.885572, 0.357677, 0.296361)","(-0.84475, 0.421896, 0.329243)","(-0.779035, 0.505571, 0.370813)","(-0.821715, 0.565996, -0.0665811)","(-0.786762, 0.385103, 0.482391)","(-0.135431, -0.047276, 0.989658)","(0.397429, -0.332206, 0.855388)","(-0.737876, 0.673159, -0.0489464)","(-0.616271, 0.759998, -0.206429)","(-0.710874, 0.617301, 0.337042)","(-0.608636, 0.334119, 0.719671)","(-0.630029, 0.776161, -0.0252569)","(-0.50367, 0.833668, -0.226526)","(-0.649164, 0.721173, 0.241858)","(-0.642914, 0.47516, 0.600737)","(-0.510765, 0.858697, -0.0419401)","(-0.322166, 0.931734, -0.167572)","(-0.543438, 0.798274, 0.259681)","(-0.626429, 0.523564, 0.577466)",oinch
"(0, 0, 0)","(-0.880009, 0.373485, 0.293415)","(-0.829552, 0.43953, 0.344466)","(-0.75087, 0.520284, 0.406816)","(-0.784681, 0.618914, -0.0349588)","(-0.795075, 0.364796, 0.48454)","(-0.198359, -0.17364, 0.964626)","(0.328585, -0.470452, 0.818967)","(-0.696638, 0.71742, 0.00203645)","(-0.560951, 0.81867, -0.122935)","(-0.69458, 0.602783, 0.392697)","(-0.627655, 0.258583, 0.734292)","(-0.585284, 0.809533, 0.045821)","(-0.43341, 0.891795, -0.129838)","(-0.613045, 0.729185, 0.304081)","(-0.647053, 0.441703, 0.621467)","(-0.461004, 0.886125, 0.0475199)","(-0.263031, 0.964025, -0.0383486)","(-0.516389, 0.780014, 0.35344)","(-0.631358, 0.465479, 0.620255)",oinch
"(0, 0, 0)","(-0.886945, 0.350495, 0.300802)","(-0.831769, 0.41329, 0.370609)","(-0.746305, 0.486824, 0.453907)","(-0.772133, 0.635269, 0.015603)","(-0.813531, 0.30627, 0.494334)","(-0.244889, -0.315148, 0.916903)","(0.286949, -0.59756, 0.74872)","(-0.684803, 0.72523, 0.0713174)","(-0.545503, 0.838034, -0.0111563)","(-0.704165, 0.542248, 0.458386)","(-0.655525, 0.146303, 0.740865)","(-0.574672, 0.807336, 0.134019)","(-0.40392, 0.914641, -0.0167353)","(-0.608591, 0.700169, 0.373337)","(-0.668705, 0.376996, 0.640865)","(-0.44954, 0.879965, 0.153543)","(-0.245575, 0.964566, 0.0964665)","(-0.521833, 0.729801, 0.441679)","(-0.655735, 0.382614, 0.650859)",oinch
"(0, 0, 0)","(-0.89193, 0.334897, 0.303816)","(-0.834462, 0.394899, 0.384353)","(-0.745447, 0.463411, 0.479124)","(-0.768859, 0.637934, 0.0435455)","(-0.815898, 0.253175, 0.51982)","(-0.23398, -0.41112, 0.881041)","(0.299074, -0.668633, 0.680797)","(-0.682671, 0.722621, 0.108533)","(-0.54234, 0.838549, 0.0519908)","(-0.71149, 0.50445, 0.489195)","(-0.671365, 0.0879296, 0.735892)","(-0.573933, 0.798761, 0.180508)","(-0.388625, 0.920382, 0.0432115)","(-0.604431, 0.686467, 0.40426)","(-0.679169, 0.353065, 0.643486)","(-0.44902, 0.868703, 0.209133)","(-0.242317, 0.955717, 0.166996)","(-0.528321, 0.697911, 0.483526)","(-0.670175, 0.3386, 0.660466)",oinch
"(0, 0, 0)","(-0.901717, 0.310505, 0.300821)","(-0.844644, 0.366745, 0.389968)","(-0.755485, 0.430065, 0.494253)","(-0.7737, 0.630203, 0.0650595)","(-0.817998, 0.182391, 0.54554)","(-0.207038, -0.506154, 0.837224)","(0.32652, -0.72444, 0.607101)","(-0.689977, 0.710491, 0.138325)","(-0.548414, 0.830435, 0.0980863)","(-0.727003, 0.466949, 0.503413)","(-0.692774, 0.0366347, 0.720224)","(-0.583867, 0.781856, 0.218633)","(-0.389212, 0.916216, 0.0951941)","(-0.613017, 0.663498, 0.42893)","(-0.696271, 0.320949, 0.642027)","(-0.46028, 0.850134, 0.255764)","(-0.252562, 0.940515, 0.227256)","(-0.544355, 0.662491, 0.514572)","(-0.689481, 0.29471, 0.661636)",oinch
"(0, 0, 0)","(-0.908474, 0.296162, 0.294897)","(-0.851782, 0.350541, 0.389345)","(-0.762587, 0.411198, 0.499377)","(-0.778051, 0.623968, 0.0727988)","(-0.815915, 0.128664, 0.563674)","(-0.169898, -0.568713, 0.804798)","(0.364439, -0.751719, 0.549639)","(-0.696193, 0.70188, 0.150597)","(-0.553626, 0.824134, 0.119586)","(-0.737586, 0.447745, 0.505461)","(-0.707502, 0.012921, 0.706593)","(-0.592044, 0.770716, 0.235546)","(-0.393427, 0.911176, 0.122369)","(-0.621305, 0.648305, 0.440092)","(-0.708286, 0.30141, 0.638343)","(-0.469559, 0.838128, 0.277588)","(-0.262222, 0.930038, 0.257428)","(-0.555953, 0.643188, 0.526522)","(-0.702208, 0.273789, 0.657224)",oinch
"(0, 0, 0)","(-0.920005, 0.275992, 0.278242)","(-0.865796, 0.326409, 0.379283)","(-0.779067, 0.382134, 0.497019)","(-0.784514, 0.61518, 0.0780422)","(-0.826198, 0.0722568, 0.558727)","(-0.159313, -0.631417, 0.758902)","(0.380304, -0.780262, 0.496548)","(-0.706016, 0.68924, 0.162758)","(-0.561789, 0.814369, 0.145587)","(-0.755888, 0.421508, 0.500962)","(-0.733429, -0.0185159, 0.679514)","(-0.60543, 0.753968, 0.254924)","(-0.401315, 0.902592, 0.155803)","(-0.636645, 0.62804, 0.447492)","(-0.730542, 0.277526, 0.623929)","(-0.484991, 0.819664, 0.304852)","(-0.278747, 0.913112, 0.297535)","(-0.576635, 0.615025, 0.537806)","(-0.72502, 0.244317, 0.643937)",oinch
"(0, 0, 0)","(-0.922041, 0.280448, 0.266812)","(-0.869513, 0.319874, 0.376334)","(-0.784418, 0.361604, 0.503915)","(-0.768202, 0.631562, 0.10486)","(-0.838178, 0.0260192, 0.544775)","(-0.180314, -0.711463, 0.679196)","(0.360761, -0.836534, 0.412385)","(-0.691253, 0.694564, 0.199375)","(-0.538765, 0.817961, 0.201676)","(-0.75893, 0.410705, 0.505319)","(-0.764849, -0.0351917, 0.643247)","(-0.592853, 0.746823, 0.301298)","(-0.382022, 0.896288, 0.225227)","(-0.634617, 0.60881, 0.476038)","(-0.74726, 0.253839, 0.61414)","(-0.472764, 0.803352, 0.362105)","(-0.265234, 0.889221, 0.372742)","(-0.578552, 0.584357, 0.569038)","(-0.742334, 0.216461, 0.634102)",oinch
"(0, 0, 0)","(-0.917169, 0.28632, 0.277168)","(-0.862939, 0.324925, 0.386988)","(-0.775768, 0.365395, 0.514462)","(-0.76223, 0.636928, 0.115446)","(-0.830711, 0.0256506, 0.556112)","(-0.173997, -0.716948, 0.675063)","(0.362154, -0.841933, 0.399991)","(-0.683913, 0.698815, 0.209573)","(-0.530417, 0.820997, 0.211239)","(-0.749869, 0.41833, 0.512539)","(-0.760531, -0.0235713, 0.648873)","(-0.584162, 0.749752, 0.310849)","(-0.373988, 0.897647, 0.233157)","(-0.625057, 0.612975, 0.483286)","(-0.739351, 0.261199, 0.620592)","(-0.463072, 0.805014, 0.370832)","(-0.255659, 0.888878, 0.380177)","(-0.56822, 0.586708, 0.576975)","(-0.734047, 0.22171, 0.641888)",oinch
"(0, 0, 0)","(-0.910769, 0.290314, 0.29363)","(-0.854254, 0.326778, 0.404309)","(-0.76428, 0.364362, 0.532086)","(-0.754665, 0.641928, 0.135681)","(-0.821156, 0.0200421, 0.570352)","(-0.168385, -0.729524, 0.662904)","(0.360936, -0.852819, 0.377391)","(-0.674624, 0.701454, 0.229881)","(-0.521243, 0.82161, 0.230788)","(-0.73815, 0.426269, 0.522905)","(-0.756528, -0.00679901, 0.653926)","(-0.573169, 0.749708, 0.330778)","(-0.365393, 0.896225, 0.251533)","(-0.61254, 0.615358, 0.496114)","(-0.728864, 0.27015, 0.629107)","(-0.450839, 0.802799, 0.390202)","(-0.245854, 0.883795, 0.398072)","(-0.554762, 0.58553, 0.591095)","(-0.722417, 0.227274, 0.65304)",oinch
"(0, 0, 0)","(-0.903972, 0.299885, 0.3048)","(-0.845551, 0.334341, 0.416245)","(-0.753274, 0.369101, 0.544374)","(-0.744203, 0.650958, 0.149718)","(-0.814087, 0.0213557, 0.58035)","(-0.171295, -0.737153, 0.653654)","(0.351408, -0.863507, 0.361758)","(-0.662575, 0.708132, 0.244014)","(-0.509985, 0.824582, 0.244906)","(-0.726825, 0.43865, 0.528499)","(-0.754662, 0.0155267, 0.65593)","(-0.559648, 0.753644, 0.344694)","(-0.35342, 0.897567, 0.263568)","(-0.598041, 0.624912, 0.501829)","(-0.718739, 0.290023, 0.631903)","(-0.436102, 0.804215, 0.403799)","(-0.234678, 0.881491, 0.409756)","(-0.540612, 0.591464, 0.598255)","(-0.711605, 0.243606, 0.658995)",oinch
"(0, 0, 0)","(-0.899664, 0.302055, 0.315226)","(-0.840035, 0.333585, 0.427857)","(-0.746271, 0.36461, 0.556901)","(-0.737139, 0.65474, 0.167158)","(-0.809925, 0.0138868, 0.586369)","(-0.175126, -0.750918, 0.636752)","(0.342885, -0.875654, 0.340088)","(-0.654601, 0.708977, 0.262391)","(-0.503651, 0.822699, 0.263633)","(-0.719401, 0.444589, 0.53367)","(-0.755703, 0.0321249, 0.654126)","(-0.550858, 0.751202, 0.363663)","(-0.346478, 0.894467, 0.282635)","(-0.58793, 0.627235, 0.510798)","(-0.711744, 0.301578, 0.634406)","(-0.426598, 0.799214, 0.423405)","(-0.232431, 0.873023, 0.428727)","(-0.532828, 0.589128, 0.607472)","(-0.704503, 0.252481, 0.663271)",oinch
"(0, 0, 0)","(-0.894738, 0.305433, 0.325814)","(-0.833604, 0.33536, 0.438905)","(-0.73803, 0.364247, 0.56801)","(-0.730789, 0.658376, 0.180248)","(-0.803741, 0.0111504, 0.594875)","(-0.175554, -0.757339, 0.628982)","(0.336918, -0.882775, 0.327406)","(-0.647109, 0.710901, 0.275445)","(-0.498476, 0.822437, 0.27408)","(-0.710898, 0.455851, 0.535559)","(-0.754122, 0.0564371, 0.654305)","(-0.542271, 0.751186, 0.376379)","(-0.340162, 0.892784, 0.295343)","(-0.578649, 0.628932, 0.519239)","(-0.703585, 0.308878, 0.639971)","(-0.417192, 0.797573, 0.435693)","(-0.232723, 0.869489, 0.435693)","(-0.524265, 0.595822, 0.608393)","(-0.694827, 0.273677, 0.665069)",oinch
"(0, 0, 0)","(-0.89496, 0.318167, 0.312755)","(-0.835459, 0.344253, 0.428367)","(-0.741761, 0.368087, 0.560628)","(-0.720122, 0.670396, 0.178869)","(-0.814934, 0.0129344, 0.57941)","(-0.204976, -0.768518, 0.606106)","(0.309074, -0.898048, 0.313021)","(-0.637522, 0.718872, 0.277108)","(-0.490497, 0.825859, 0.278155)","(-0.712364, 0.470245, 0.520967)","(-0.770611, 0.0825996, 0.63193)","(-0.534175, 0.754511, 0.381276)","(-0.330918, 0.892042, 0.307823)","(-0.576594, 0.632635, 0.517022)","(-0.710421, 0.318934, 0.627362)","(-0.409506, 0.796729, 0.444441)","(-0.231634, 0.864817, 0.445464)","(-0.524059, 0.603336, 0.601121)","(-0.699931, 0.296466, 0.649772)",oinch
