thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture
"(0, 0, 0)","(-0.935827, 0.351353, -0.0279077)","(-0.93473, 0.350873, -0.0562793)","(-0.920442, 0.345198, -0.183368)","(-0.9943, 0.0285831, -0.102719)","(-0.992473, -0.106568, -0.0603455)","(-0.993197, 0.116295, 0.00591976)","(-0.952962, 0.296928, 0.0608067)","(-0.999535, -0.00914943, 0.0290851)","(-0.859418, 0.495876, 0.124532)","(-0.230191, 0.964239, 0.131359)","(0.293815, 0.951655, 0.0895855)","(-0.983554, -0.0473117, 0.174309)","(-0.959413, -0.227092, 0.167203)","(-0.982258, 0.0442754, 0.182236)","(-0.944118, 0.273218, 0.18437)","(-0.947717, -0.120276, 0.295579)","(-0.885751, -0.0935483, 0.454635)","(-0.591089, 0.790892, 0.158439)","(0.0891312, 0.973726, -0.209556)",pinch
"(0, 0, 0)","(-0.945867, 0.324466, -0.00760863)","(-0.945049, 0.323441, -0.0476256)","(-0.929024, 0.315219, -0.193783)","(-0.994406, 0.0133841, -0.104777)","(-0.991851, -0.112839, -0.0591549)","(-0.993583, 0.112961, 0.00569918)","(-0.95345, 0.295665, 0.0592941)","(-0.999357, -0.0231539, 0.0273746)","(-0.866551, 0.484868, 0.118287)","(-0.243958, 0.962122, 0.121675)","(0.280256, 0.956509, 0.0809133)","(-0.983114, -0.0596903, 0.172987)","(-0.956308, -0.239532, 0.167631)","(-0.983152, 0.0316449, 0.180032)","(-0.948347, 0.261193, 0.180046)","(-0.946473, -0.130968, 0.295017)","(-0.886148, -0.0969134, 0.453154)","(-0.599509, 0.786649, 0.147551)","(0.0784094, 0.972357, -0.219938)",pinch
"(0, 0, 0)","(-0.99573, 0.0810188, -0.0442424)","(-0.992725, 0.0778332, -0.0918632)","(-0.966409, 0.0659807, -0.248397)","(-0.963271, -0.230679, -0.137465)","(-0.934589, -0.345616, -0.0842175)","(-0.991977, -0.122503, -0.031228)","(-0.997612, 0.0676253, 0.014018)","(-0.965209, -0.261454, -0.0037762)","(-0.961486, 0.267271, 0.0641169)","(-0.471298, 0.87979, 0.062034)","(0.0404375, 0.998437, 0.0385725)","(-0.947181, -0.286537, 0.144033)","(-0.877891, -0.455029, 0.149185)","(-0.969246, -0.19797, 0.146185)","(-0.990289, 0.0330345, 0.135041)","(-0.900037, -0.341449, 0.270826)","(-0.856712, -0.286846, 0.428676)","(-0.775734, 0.625216, 0.0856892)","(-0.146157, 0.951993, -0.268975)",pinch
"(0, 0, 0)","(-0.989319, -0.138135, -0.0465482)","(-0.984831, -0.143185, -0.0980108)","(-0.953096, -0.156602, -0.259007)","(-0.889655, -0.438035, -0.128994)","(-0.83963, -0.538637, -0.0699425)","(-0.943727, -0.329595, -0.0273074)","(-0.989762, -0.142435, 0.00916557)","(-0.886613, -0.462473, 0.00597693)","(-0.997136, 0.0573898, 0.0492589)","(-0.649495, 0.760107, 0.019858)","(-0.174782, 0.984576, -0.00785295)","(-0.865466, -0.476438, 0.154838)","(-0.761536, -0.625968, 0.16801)","(-0.905911, -0.394926, 0.152837)","(-0.975911, -0.174532, 0.130907)","(-0.809228, -0.514198, 0.284166)","(-0.779941, -0.446174, 0.438886)","(-0.896727, 0.438601, 0.0592499)","(-0.359096, 0.881494, -0.306623)",pinch
"(0, 0, 0)","(-0.966715, -0.251889, -0.0448702)","(-0.96134, -0.257395, -0.0978427)","(-0.927074, -0.269759, -0.260315)","(-0.832958, -0.539423, -0.1233)","(-0.773631, -0.630573, -0.0622276)","(-0.900998, -0.433211, -0.0230507)","(-0.967848, -0.251324, 0.01036)","(-0.827611, -0.561173, 0.0120585)","(-0.997302, -0.056674, 0.0466625)","(-0.732472, 0.680768, 0.00627825)","(-0.286544, 0.957758, -0.0243377)","(-0.805532, -0.570214, 0.161164)","(-0.684936, -0.706781, 0.176983)","(-0.854931, -0.494163, 0.157785)","(-0.949787, -0.283634, 0.132125)","(-0.74579, -0.599171, 0.29119)","(-0.724346, -0.527108, 0.444387)","(-0.94392, 0.325613, 0.0546958)","(-0.469968, 0.824288, -0.31572)",pinch
"(0, 0, 0)","(-0.970241, -0.233256, -0.064994)","(-0.963978, -0.237888, -0.118978)","(-0.926861, -0.24765, -0.28213)","(-0.840376, -0.521452, -0.147839)","(-0.785039, -0.613244, -0.0874403)","(-0.909279, -0.413617, -0.0461838)","(-0.97297, -0.230713, -0.0100717)","(-0.837677, -0.546014, -0.0128834)","(-0.998805, -0.039134, 0.0292881)","(-0.719956, 0.693971, 0.00824167)","(-0.268605, 0.963204, -0.00947613)","(-0.818253, -0.558455, 0.136347)","(-0.700218, -0.697701, 0.151353)","(-0.866087, -0.481671, 0.133739)","(-0.956758, -0.268941, 0.11084)","(-0.761217, -0.591112, 0.266711)","(-0.740497, -0.523589, 0.42133)","(-0.940712, 0.335655, 0.0489599)","(-0.45973, 0.835084, -0.302132)",pinch
"(0, 0, 0)","(-0.95031, -0.296005, -0.0964004)","(-0.941591, -0.300927, -0.151159)","(-0.897491, -0.310105, -0.313601)","(-0.799075, -0.576173, -0.171768)","(-0.741431, -0.66228, -0.108007)","(-0.879564, -0.470001, -0.0739311)","(-0.955852, -0.290749, -0.042568)","(-0.799899, -0.599025, -0.0364879)","(-0.994654, -0.103022, -0.00703974)","(-0.762616, 0.646262, -0.0276246)","(-0.329033, 0.943766, -0.0322973)","(-0.785357, -0.608547, 0.113511)","(-0.659098, -0.739886, 0.134751)","(-0.837753, -0.535233, 0.108141)","(-0.940999, -0.329044, 0.0790625)","(-0.731302, -0.636023, 0.246317)","(-0.720319, -0.566383, 0.400438)","(-0.962777, 0.270028, 0.0120266)","(-0.508162, 0.796792, -0.326947)",pinch
"(0, 0, 0)","(-0.935154, -0.330604, -0.127234)","(-0.924553, -0.33412, -0.183209)","(-0.875789, -0.338121, -0.344481)","(-0.770477, -0.603127, -0.206406)","(-0.712246, -0.687275, -0.142683)","(-0.858734, -0.500791, -0.108557)","(-0.942684, -0.324997, -0.0756563)","(-0.774167, -0.628908, -0.071701)","(-0.989219, -0.141517, -0.0376713)","(-0.786492, 0.616535, -0.0362727)","(-0.365038, 0.930722, -0.0224245)","(-0.763449, -0.641089, 0.0784271)","(-0.63253, -0.767973, 0.100617)","(-0.818419, -0.569956, 0.0730818)","(-0.928975, -0.367364, 0.0452742)","(-0.712072, -0.66929, 0.212141)","(-0.707756, -0.603216, 0.367712)","(-0.973627, 0.227991, -0.00836904)","(-0.53604, 0.780048, -0.32278)",pinch
"(0, 0, 0)","(-0.911595, -0.373107, -0.172582)","(-0.898879, -0.373634, -0.228942)","(-0.844995, -0.368084, -0.387941)","(-0.729878, -0.633048, -0.257928)","(-0.670185, -0.715929, -0.195699)","(-0.827479, -0.538574, -0.158797)","(-0.921592, -0.368681, -0.121423)","(-0.736531, -0.664824, -0.124626)","(-0.978477, -0.191169, -0.0776954)","(-0.816811, 0.575675, -0.0376693)","(-0.413457, 0.910516, 0.0038267)","(-0.730032, -0.68295, 0.025144)","(-0.593085, -0.803793, 0.0465567)","(-0.788418, -0.614784, 0.0208966)","(-0.908801, -0.417225, -0.00224242)","(-0.681564, -0.714217, 0.159262)","(-0.685468, -0.655308, 0.317341)","(-0.984322, 0.173594, -0.0312432)","(-0.571302, 0.761282, -0.3067)",pinch
"(0, 0, 0)","(-0.850635, -0.491429, -0.186861)","(-0.840199, -0.483504, -0.24554)","(-0.795253, -0.45231, -0.403717)","(-0.635423, -0.709392, -0.30496)","(-0.56206, -0.787099, -0.254096)","(-0.743444, -0.640649, -0.191991)","(-0.8607, -0.491626, -0.132285)","(-0.630617, -0.755882, -0.175967)","(-0.940047, -0.334169, -0.068138)","(-0.896463, 0.439901, 0.0533111)","(-0.547849, 0.82796, 0.119768)","(-0.614134, -0.788651, -0.0294879)","(-0.459152, -0.887972, -0.0261796)","(-0.682313, -0.73066, -0.0241662)","(-0.8327, -0.553326, -0.0210245)","(-0.554969, -0.826001, 0.0986486)","(-0.55985, -0.786005, 0.262231)","(-0.999684, 0.0150112, 0.0201491)","(-0.699359, 0.686391, -0.19941)",pinch
"(0, 0, 0)","(-0.80101, -0.561743, -0.206948)","(-0.794158, -0.545129, -0.268604)","(-0.761084, -0.491561, -0.423223)","(-0.569837, -0.741021, -0.35521)","(-0.698891, -0.674945, -0.236644)","(-0.944375, -0.327724, -0.0274281)","(-0.99154, -0.0392527, 0.123721)","(-0.552677, -0.800262, -0.232655)","(-0.900028, -0.431085, -0.0641539)","(-0.934866, 0.325271, 0.142213)","(-0.62774, 0.741524, 0.23682)","(-0.524448, -0.84649, -0.0917019)","(-0.359363, -0.9271, -0.106504)","(-0.598031, -0.797778, -0.0768698)","(-0.766622, -0.640373, -0.0470378)","(-0.454397, -0.890338, 0.0286503)","(-0.454075, -0.869237, 0.195559)","(-0.992251, -0.10528, 0.0659799)","(-0.783275, 0.615332, -0.0885846)",pinch
"(0, 0, 0)","(-0.772594, -0.604034, -0.195554)","(-0.783044, -0.566971, -0.255707)","(-0.791858, -0.470579, -0.389251)","(-0.565752, -0.7051, -0.427503)","(-0.780498, -0.608385, -0.143845)","(-0.925081, -0.213581, 0.314019)","(-0.824409, 0.100054, 0.557081)","(-0.513746, -0.790461, -0.333522)","(-0.843325, -0.537399, 0.00232205)","(-0.898832, 0.124564, 0.42022)","(-0.619005, 0.545654, 0.564885)","(-0.447824, -0.866409, -0.220882)","(-0.283621, -0.913377, -0.292065)","(-0.519361, -0.83588, -0.177674)","(-0.690047, -0.720418, -0.0695136)","(-0.346766, -0.928116, -0.135477)","(-0.307652, -0.951135, 0.0263158)","(-0.931224, -0.27736, 0.236417)","(-0.838019, 0.481432, 0.256803)",pinch
"(0, 0, 0)","(-0.803503, -0.567532, -0.179695)","(-0.822885, -0.516408, -0.237031)","(-0.846276, -0.402772, -0.348699)","(-0.629146, -0.637183, -0.445166)","(-0.842574, -0.537913, -0.0268221)","(-0.823639, -0.126532, 0.552819)","(-0.583599, 0.185407, 0.790592)","(-0.565793, -0.735282, -0.373148)","(-0.852927, -0.51827, 0.0625402)","(-0.812331, 0.090087, 0.576197)","(-0.491283, 0.481097, 0.726076)","(-0.485945, -0.826769, -0.283392)","(-0.332546, -0.861753, -0.383137)","(-0.549966, -0.803952, -0.22627)","(-0.702998, -0.706809, -0.0788351)","(-0.374882, -0.899839, -0.223057)","(-0.31387, -0.946591, -0.0738248)","(-0.892808, -0.318175, 0.318838)","(-0.789136, 0.428644, 0.439919)",pinch
"(0, 0, 0)","(-0.822933, -0.533047, -0.196577)","(-0.846127, -0.469863, -0.251591)","(-0.871999, -0.344734, -0.347528)","(-0.663527, -0.578488, -0.47443)","(-0.866796, -0.49815, 0.0226024)","(-0.741285, -0.10448, 0.663009)","(-0.422199, 0.194178, 0.885462)","(-0.597882, -0.684481, -0.41716)","(-0.866824, -0.491159, 0.0858997)","(-0.75097, 0.0769212, 0.65584)","(-0.395005, 0.439493, 0.806732)","(-0.51467, -0.786, -0.342519)","(-0.366864, -0.812637, -0.452805)","(-0.576667, -0.768983, -0.275898)","(-0.720641, -0.684838, -0.108042)","(-0.401635, -0.866343, -0.296883)","(-0.333025, -0.929659, -0.157569)","(-0.878462, -0.343047, 0.3326)","(-0.757416, 0.384148, 0.527969)",pinch
"(0, 0, 0)","(-0.834915, -0.516895, -0.189043)","(-0.861375, -0.445433, -0.244177)","(-0.888898, -0.314249, -0.333329)","(-0.687198, -0.551811, -0.472508)","(-0.875612, -0.477047, 0.0756927)","(-0.67269, -0.0859543, 0.734915)","(-0.305797, 0.207611, 0.929186)","(-0.620102, -0.660743, -0.422956)","(-0.871114, -0.476578, 0.118465)","(-0.704796, 0.074972, 0.705437)","(-0.328687, 0.424002, 0.843912)","(-0.5347, -0.766119, -0.356593)","(-0.391271, -0.790116, -0.471831)","(-0.596622, -0.751916, -0.280473)","(-0.734105, -0.67172, -0.0994096)","(-0.420528, -0.849182, -0.319446)","(-0.346631, -0.919293, -0.186409)","(-0.866508, -0.353926, 0.351994)","(-0.733022, 0.361836, 0.575981)",pinch
"(0, 0, 0)","(-0.826037, -0.53101, -0.188921)","(-0.855958, -0.454474, -0.246556)","(-0.886334, -0.318824, -0.335802)","(-0.68084, -0.559438, -0.472742)","(-0.869015, -0.483812, 0.103629)","(-0.636688, -0.0797471, 0.766987)","(-0.252444, 0.221894, 0.941825)","(-0.611199, -0.667624, -0.425104)","(-0.863725, -0.485862, 0.133858)","(-0.68572, 0.0711454, 0.72438)","(-0.305701, 0.423381, 0.852816)","(-0.523167, -0.772097, -0.36078)","(-0.382183, -0.793962, -0.472822)","(-0.591081, -0.759148, -0.272612)","(-0.729565, -0.678756, -0.083816)","(-0.407075, -0.853364, -0.325668)","(-0.330508, -0.923572, -0.194372)","(-0.856001, -0.37585, 0.354964)","(-0.735452, 0.33889, 0.58674)",pinch
"(0, 0, 0)","(-0.844387, -0.486197, -0.224994)","(-0.873596, -0.398519, -0.279307)","(-0.899307, -0.249717, -0.359009)","(-0.702406, -0.496219, -0.510286)","(-0.885516, -0.455728, 0.0904009)","(-0.615739, -0.106176, 0.780764)","(-0.209817, 0.168419, 0.963126)","(-0.636116, -0.61017, -0.472281)","(-0.880042, -0.462035, 0.109767)","(-0.669719, 0.0435455, 0.741337)","(-0.272118, 0.370287, 0.888166)","(-0.551209, -0.72239, -0.417518)","(-0.628644, -0.710163, -0.316979)","(-0.847795, -0.52217, 0.0926391)","(-0.875435, -0.305968, 0.374163)","(-0.437676, -0.810031, -0.390242)","(-0.362543, -0.893192, -0.266027)","(-0.865576, -0.376192, 0.33054)","(-0.720664, 0.312141, 0.619041)",pinch
"(0, 0, 0)","(-0.895224, -0.36993, -0.248446)","(-0.913461, -0.270522, -0.303985)","(-0.917745, -0.11077, -0.381411)","(-0.751816, -0.391478, -0.530583)","(-0.935798, -0.342378, 0.0840168)","(-0.618805, -0.0446443, 0.784275)","(-0.178545, 0.172299, 0.968729)","(-0.700336, -0.513741, -0.495581)","(-0.93149, -0.351529, 0.09356)","(-0.662133, 0.107905, 0.741577)","(-0.226422, 0.378219, 0.897599)","(-0.630357, -0.637054, -0.443635)","(-0.810491, -0.555102, -0.186992)","(-0.913803, -0.220911, 0.340825)","(-0.775895, 0.0609268, 0.627913)","(-0.528663, -0.738669, -0.418192)","(-0.465551, -0.833988, -0.296187)","(-0.908606, -0.278108, 0.311595)","(-0.685271, 0.378044, 0.622485)",pinch
"(0, 0, 0)","(-0.88959, -0.360422, -0.280581)","(-0.906579, -0.25541, -0.335976)","(-0.907564, -0.0912231, -0.409884)","(-0.739317, -0.375988, -0.558609)","(-0.938523, -0.339502, 0.062554)","(-0.628636, -0.0581758, 0.775521)","(-0.189303, 0.152371, 0.970025)","(-0.688897, -0.499227, -0.525541)","(-0.934458, -0.350095, 0.0649827)","(-0.676083, 0.0932828, 0.730897)","(-0.241857, 0.357922, 0.901885)","(-0.620398, -0.623995, -0.475117)","(-0.858538, -0.499188, -0.11715)","(-0.877947, -0.0951058, 0.469217)","(-0.643425, 0.207433, 0.736869)","(-0.519515, -0.726457, -0.44985)","(-0.459464, -0.825012, -0.32901)","(-0.916308, -0.284796, 0.28155)","(-0.700541, 0.362131, 0.614901)",pinch
"(0, 0, 0)","(-0.886043, -0.360985, -0.290892)","(-0.903828, -0.252412, -0.345518)","(-0.904991, -0.0839384, -0.417068)","(-0.734998, -0.370485, -0.567908)","(-0.936313, -0.346063, 0.0596484)","(-0.624675, -0.0746098, 0.777313)","(-0.185506, 0.135164, 0.973303)","(-0.683761, -0.49397, -0.53709)","(-0.933666, -0.35159, 0.0682056)","(-0.668131, 0.0828146, 0.739421)","(-0.23379, 0.344038, 0.909385)","(-0.614481, -0.619187, -0.488897)","(-0.881737, -0.468102, -0.0584909)","(-0.829257, -0.0229713, 0.558395)","(-0.529356, 0.286164, 0.798682)","(-0.512914, -0.721379, -0.46533)","(-0.452399, -0.821796, -0.346392)","(-0.914899, -0.297583, 0.27277)","(-0.705721, 0.343858, 0.619452)",pinch
"(0, 0, 0)","(-0.878011, -0.3774, -0.294389)","(-0.898794, -0.266161, -0.348321)","(-0.903618, -0.0948025, -0.417717)","(-0.727945, -0.379338, -0.571138)","(-0.927567, -0.368275, 0.0631911)","(-0.614361, -0.0982988, 0.782878)","(-0.177539, 0.119107, 0.976879)","(-0.673646, -0.502011, -0.542389)","(-0.926291, -0.368562, 0.07841)","(-0.657321, 0.0635707, 0.750924)","(-0.226992, 0.329271, 0.916545)","(-0.601205, -0.626248, -0.496353)","(-0.88615, -0.463133, -0.0157031)","(-0.787917, 0.00526399, 0.615759)","(-0.452729, 0.319912, 0.832282)","(-0.497128, -0.726314, -0.474691)","(-0.435347, -0.826065, -0.357897)","(-0.906862, -0.322961, 0.270735)","(-0.711793, 0.316607, 0.626986)",pinch
"(0, 0, 0)","(-0.831749, -0.366642, -0.416853)","(-0.849251, -0.247137, -0.46658)","(-0.849016, -0.0686484, -0.523889)","(-0.653443, -0.347582, -0.672457)","(-0.922185, -0.383643, -0.0489242)","(-0.680785, -0.156739, 0.715517)","(-0.267983, 0.0527797, 0.961977)","(-0.599813, -0.471205, -0.646676)","(-0.925716, -0.377347, -0.0256733)","(-0.719083, 0.0133266, 0.694796)","(-0.31096, 0.267912, 0.911881)","(-0.529978, -0.597375, -0.601886)","(-0.889133, -0.448323, -0.0919212)","(-0.806938, 0.00860189, 0.590573)","(-0.455229, 0.313249, 0.833452)","(-0.426617, -0.697206, -0.576109)","(-0.37774, -0.802787, -0.461352)","(-0.923753, -0.354009, 0.14614)","(-0.782509, 0.25886, 0.566279)",pinch
"(0, 0, 0)","(-0.839238, -0.36118, -0.406483)","(-0.856839, -0.239237, -0.456719)","(-0.855814, -0.06005, -0.513787)","(-0.664927, -0.343874, -0.66304)","(-0.925206, -0.378202, -0.0309478)","(-0.667249, -0.151395, 0.729286)","(-0.248448, 0.0559259, 0.96703)","(-0.611565, -0.467785, -0.638096)","(-0.928918, -0.370225, -0.00662663)","(-0.7045, 0.0201545, 0.709418)","(-0.290863, 0.271401, 0.917464)","(-0.541737, -0.594334, -0.59438)","(-0.899593, -0.432841, -0.058145)","(-0.782582, 0.0312915, 0.62176)","(-0.415286, 0.330552, 0.84751)","(-0.438527, -0.694709, -0.570152)","(-0.389173, -0.800166, -0.456375)","(-0.923487, -0.349026, 0.159225)","(-0.77296, 0.262314, 0.577688)",pinch
"(0, 0, 0)","(-0.794145, -0.439638, -0.419585)","(-0.823105, -0.316046, -0.471818)","(-0.837542, -0.137459, -0.528798)","(-0.61961, -0.408664, -0.670132)","(-0.885355, -0.464425, -0.0213691)","(-0.643394, -0.203509, 0.73799)","(-0.244822, 0.0448499, 0.96853)","(-0.554716, -0.52671, -0.644102)","(-0.892256, -0.451511, 0.00414308)","(-0.698286, -0.0337537, 0.715023)","(-0.31078, 0.25342, 0.916075)","(-0.473419, -0.645731, -0.599087)","(-0.858377, -0.510474, -0.0510352)","(-0.778357, -0.0276863, 0.627211)","(-0.436406, 0.304367, 0.846705)","(-0.361211, -0.735483, -0.573229)","(-0.304704, -0.834672, -0.458779)","(-0.887226, -0.43678, 0.148504)","(-0.802511, 0.185935, 0.566925)",pinch
"(0, 0, 0)","(-0.748176, -0.483493, -0.454387)","(-0.785017, -0.345044, -0.514482)","(-0.803916, -0.176077, -0.568081)","(-0.57568, -0.436277, -0.691559)","(-0.863951, -0.503098, -0.0219402)","(-0.634215, -0.220359, 0.74109)","(-0.248342, 0.0469625, 0.967533)","(-0.505876, -0.551047, -0.663654)","(-0.874723, -0.484621, 0.00104695)","(-0.701758, -0.0526942, 0.710464)","(-0.33165, 0.247272, 0.91042)","(-0.420283, -0.666053, -0.616227)","(-0.833601, -0.54773, -0.0714223)","(-0.790476, -0.0593234, 0.609614)","(-0.467973, 0.287385, 0.83571)","(-0.304659, -0.750205, -0.586836)","(-0.250452, -0.845871, -0.47093)","(-0.869636, -0.479462, 0.117678)","(-0.829324, 0.142821, 0.540207)",pinch
"(0, 0, 0)","(-0.734644, -0.493472, -0.4656)","(-0.776573, -0.342581, -0.528747)","(-0.796493, -0.179255, -0.577466)","(-0.570718, -0.4358, -0.69596)","(-0.85682, -0.515467, -0.0124234)","(-0.61538, -0.231968, 0.753325)","(-0.22764, 0.0401069, 0.972919)","(-0.498892, -0.54977, -0.66997)","(-0.871248, -0.490462, 0.0193394)","(-0.68308, -0.0590595, 0.727952)","(-0.313099, 0.240142, 0.918859)","(-0.411207, -0.663994, -0.624517)","(-0.826838, -0.557952, -0.0709045)","(-0.783609, -0.0758204, 0.616611)","(-0.463209, 0.272383, 0.843354)","(-0.294078, -0.746601, -0.596745)","(-0.251499, -0.841002, -0.479024)","(-0.865294, -0.486873, 0.119254)","(-0.827109, 0.125428, 0.547867)",pinch
"(0, 0, 0)","(-0.730698, -0.485067, -0.480406)","(-0.772947, -0.323414, -0.545853)","(-0.789931, -0.163294, -0.591053)","(-0.56928, -0.426865, -0.702643)","(-0.860411, -0.509601, -0.000345184)","(-0.601835, -0.222711, 0.766939)","(-0.207326, 0.0475588, 0.977115)","(-0.498031, -0.541366, -0.677412)","(-0.876508, -0.480646, 0.0267143)","(-0.674503, -0.0511202, 0.7365)","(-0.300024, 0.242202, 0.922672)","(-0.411013, -0.65637, -0.63265)","(-0.830281, -0.552129, -0.0760684)","(-0.784282, -0.0746962, 0.615891)","(-0.46154, 0.269661, 0.845141)","(-0.294344, -0.739711, -0.605135)","(-0.263714, -0.833631, -0.485299)","(-0.871128, -0.477291, 0.115452)","(-0.826966, 0.127198, 0.547675)",pinch
"(0, 0, 0)","(-0.738444, -0.459259, -0.493743)","(-0.777815, -0.288554, -0.558338)","(-0.790018, -0.132976, -0.598489)","(-0.579304, -0.401551, -0.70934)","(-0.872005, -0.489343, 0.0123139)","(-0.586117, -0.210525, 0.782397)","(-0.178704, 0.0496084, 0.982652)","(-0.510455, -0.517984, -0.686388)","(-0.889394, -0.455705, 0.036226)","(-0.660384, -0.0380144, 0.749965)","(-0.274682, 0.241244, 0.93078)","(-0.425821, -0.635617, -0.643947)","(-0.84299, -0.531668, -0.081833)","(-0.782856, -0.0668944, 0.618597)","(-0.451096, 0.265943, 0.851931)","(-0.310899, -0.721904, -0.61822)","(-0.438298, -0.78501, -0.437784)","(-0.917789, -0.341017, 0.2034)","(-0.770457, 0.21369, 0.60061)",pinch
"(0, 0, 0)","(-0.750953, -0.430451, -0.50078)","(-0.785422, -0.253491, -0.564672)","(-0.792276, -0.101623, -0.601641)","(-0.593254, -0.376277, -0.711664)","(-0.886085, -0.463301, 0.0143459)","(-0.584707, -0.198456, 0.786596)","(-0.166939, 0.0482685, 0.984785)","(-0.52782, -0.494949, -0.690241)","(-0.903924, -0.425298, 0.0452094)","(-0.651623, -0.0208669, 0.758256)","(-0.256872, 0.242442, 0.935542)","(-0.446579, -0.615505, -0.6494)","(-0.859452, -0.504516, -0.0824982)","(-0.781007, -0.0485395, 0.622632)","(-0.437679, 0.271459, 0.857174)","(-0.334188, -0.705444, -0.625034)","(-0.5538, -0.732777, -0.395403)","(-0.933872, -0.238729, 0.266256)","(-0.72093, 0.275527, 0.63588)",pinch
"(0, 0, 0)","(-0.751721, -0.424448, -0.504736)","(-0.780437, -0.245501, -0.575019)","(-0.782291, -0.0972996, -0.615267)","(-0.590919, -0.382914, -0.710065)","(-0.897052, -0.441719, 0.0134835)","(-0.601289, -0.161391, 0.782563)","(-0.180766, 0.0811891, 0.980169)","(-0.52869, -0.502412, -0.684156)","(-0.914775, -0.40153, 0.0442826)","(-0.661917, 0.018051, 0.74936)","(-0.262921, 0.276745, 0.924275)","(-0.451009, -0.623596, -0.638528)","(-0.870536, -0.485532, -0.0801537)","(-0.79036, -0.0103079, 0.612556)","(-0.442291, 0.308023, 0.842318)","(-0.3412, -0.715399, -0.609743)","(-0.619249, -0.703107, -0.349529)","(-0.941601, -0.158406, 0.297145)","(-0.695286, 0.338638, 0.633957)",pinch
"(0, 0, 0)","(-0.746274, -0.407984, -0.52595)","(-0.771855, -0.223988, -0.595038)","(-0.771009, -0.077583, -0.63208)","(-0.583645, -0.371841, -0.721867)","(-0.89957, -0.436769, -0.00238477)","(-0.611647, -0.166175, 0.773482)","(-0.192151, 0.0719504, 0.978724)","(-0.522406, -0.491959, -0.696469)","(-0.917456, -0.396858, 0.0278815)","(-0.671341, 0.0136604, 0.741022)","(-0.272983, 0.268233, 0.923868)","(-0.445983, -0.614064, -0.651172)","(-0.872554, -0.479112, -0.0953968)","(-0.797353, -0.0113323, 0.603407)","(-0.449879, 0.302337, 0.840358)","(-0.337057, -0.706783, -0.621973)","(-0.649164, -0.67819, -0.344447)","(-0.943267, -0.127038, 0.306772)","(-0.684023, 0.351186, 0.63936)",pinch
"(0, 0, 0)","(-0.73532, -0.39075, -0.553732)","(-0.757718, -0.201921, -0.620558)","(-0.754677, -0.0589798, -0.653441)","(-0.570366, -0.359573, -0.738505)","(-0.900201, -0.434682, -0.0262777)","(-0.626727, -0.176511, 0.758984)","(-0.2108, 0.0575421, 0.975834)","(-0.509858, -0.480197, -0.713762)","(-0.918874, -0.394516, 0.00532159)","(-0.683748, 0.00521542, 0.729699)","(-0.287293, 0.255962, 0.923009)","(-0.434556, -0.603142, -0.668865)","(-0.871943, -0.475122, -0.118212)","(-0.808021, -0.0176325, 0.58889)","(-0.463947, 0.291486, 0.836534)","(-0.32639, -0.696535, -0.63899)","(-0.658619, -0.662582, -0.356659)","(-0.947401, -0.115337, 0.298543)","(-0.68671, 0.350448, 0.636879)",pinch
"(0, 0, 0)","(-0.725468, -0.357891, -0.587887)","(-0.742023, -0.162462, -0.65039)","(-0.734719, -0.0194037, -0.678094)","(-0.55622, -0.344593, -0.756224)","(-0.901068, -0.430214, -0.0547099)","(-0.644931, -0.187295, 0.740935)","(-0.232881, 0.0412422, 0.97163)","(-0.496758, -0.465889, -0.732242)","(-0.920503, -0.390192, -0.0205998)","(-0.698427, -0.00345326, 0.715673)","(-0.304437, 0.242264, 0.921209)","(-0.42294, -0.589911, -0.687843)","(-0.871685, -0.468616, -0.143399)","(-0.819621, -0.0228397, 0.572451)","(-0.478987, 0.2804, 0.831834)","(-0.315823, -0.684283, -0.657276)","(-0.662073, -0.648528, -0.375594)","(-0.952873, -0.108122, 0.283447)","(-0.693536, 0.346994, 0.63135)",pinch
"(0, 0, 0)","(-0.717802, -0.336749, -0.609393)","(-0.730892, -0.139412, -0.668103)","(-0.721425, 0.00361334, -0.692483)","(-0.547469, -0.334444, -0.767088)","(-0.90086, -0.427977, -0.0727122)","(-0.655495, -0.195809, 0.729373)","(-0.24604, 0.0292141, 0.968819)","(-0.488508, -0.456128, -0.743846)","(-0.920794, -0.388289, -0.0370162)","(-0.707052, -0.0107524, 0.70708)","(-0.314747, 0.231879, 0.920416)","(-0.415447, -0.580809, -0.700046)","(-0.875347, -0.460188, -0.148308)","(-0.819421, -0.0189248, 0.572879)","(-0.476731, 0.27859, 0.833736)","(-0.308871, -0.675737, -0.669311)","(-0.66386, -0.639525, -0.387682)","(-0.955744, -0.104799, 0.274902)","(-0.697461, 0.343198, 0.629097)",pinch
