thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture
"(0, 0, 0)","(-0.988916, 0.148254, 0.00805254)","(-0.989501, 0.142044, -0.0266696)","(-0.986185, 0.156323, 0.0547865)","(-0.973411, -0.212206, 0.0862543)","(-0.931239, -0.326228, 0.162385)","(-0.951711, -0.252003, 0.17533)","(-0.964265, -0.189425, 0.185233)","(-0.948628, -0.227016, 0.220381)","(-0.917419, 0.342301, 0.202907)","(-0.415787, 0.908726, 0.0365765)","(0.0595329, 0.994351, -0.0878773)","(-0.901386, -0.235203, 0.36357)","(-0.889314, -0.216477, 0.402813)","(-0.913718, -0.10896, 0.391469)","(-0.925189, -0.0216897, 0.378886)","(-0.830163, -0.276451, 0.484153)","(-0.623678, -0.449691, 0.639377)","(-0.817888, 0.499964, 0.284773)","(-0.258556, 0.919277, -0.296779)",pinch
"(0, 0, 0)","(-0.99129, 0.12903, 0.0263729)","(-0.992252, 0.12418, -0.00396619)","(-0.987408, 0.137141, 0.0788515)","(-0.967935, -0.23379, 0.0918878)","(-0.923002, -0.347481, 0.165302)","(-0.944925, -0.273453, 0.179836)","(-0.958653, -0.210941, 0.19102)","(-0.941508, -0.250438, 0.225484)","(-0.923015, 0.316599, 0.218651)","(-0.436597, 0.897811, 0.0576046)","(0.0373148, 0.996801, -0.0706791)","(-0.892672, -0.26016, 0.36804)","(-0.879905, -0.246803, 0.406023)","(-0.908471, -0.132742, 0.396308)","(-0.922273, -0.0396858, 0.384497)","(-0.81941, -0.302038, 0.487176)","(-0.621768, -0.45454, 0.637808)","(-0.818253, 0.497639, 0.28778)","(-0.26441, 0.920038, -0.289166)",pinch
"(0, 0, 0)","(-0.996772, 0.0760497, 0.0257254)","(-0.996265, 0.0787743, 0.0353732)","(-0.989373, 0.0987131, 0.106752)","(-0.953417, -0.283236, 0.103801)","(-0.889832, -0.415876, 0.187741)","(-0.921277, -0.337121, 0.193902)","(-0.942493, -0.269274, 0.197984)","(-0.929147, -0.282214, 0.238833)","(-0.946127, 0.278504, 0.165166)","(-0.493557, 0.867855, -0.0568226)","(-0.0223266, 0.981711, -0.189064)","(-0.883159, -0.271823, 0.382286)","(-0.875519, -0.25452, 0.410713)","(-0.915364, -0.125821, 0.382463)","(-0.934796, -0.0208775, 0.354572)","(-0.81025, -0.294491, 0.506725)","(-0.626194, -0.39159, 0.674195)","(-0.845553, 0.498425, 0.191347)","(-0.291263, 0.861127, -0.416686)",pinch
"(0, 0, 0)","(-0.999155, 0.00575328, 0.0406949)","(-0.997052, 0.016078, 0.0750253)","(-0.989494, 0.0356712, 0.140101)","(-0.929511, -0.353703, 0.104422)","(-0.822857, -0.537117, 0.185502)","(-0.866728, -0.460453, 0.191746)","(-0.898809, -0.392136, 0.195889)","(-0.906006, -0.348982, 0.23951)","(-0.965351, 0.207547, 0.158182)","(-0.557332, 0.827256, -0.0709126)","(-0.0941867, 0.974551, -0.203419)","(-0.861599, -0.333146, 0.382964)","(-0.863858, -0.306191, 0.399995)","(-0.918994, -0.15562, 0.362261)","(-0.945083, -0.032703, 0.325191)","(-0.787742, -0.348477, 0.507963)","(-0.618855, -0.406164, 0.672346)","(-0.873725, 0.460327, 0.157174)","(-0.328387, 0.832495, -0.446221)",pinch
"(0, 0, 0)","(-0.997883, -0.00293853, 0.064969)","(-0.993441, 0.0097747, 0.113925)","(-0.984036, 0.0259856, 0.176064)","(-0.924752, -0.366581, 0.102234)","(-0.791246, -0.587598, 0.169286)","(-0.840066, -0.511739, 0.180037)","(-0.876651, -0.442821, 0.188127)","(-0.899523, -0.366939, 0.237094)","(-0.964625, 0.193865, 0.178648)","(-0.560166, 0.827722, -0.033012)","(-0.0949684, 0.981467, -0.166445)","(-0.853388, -0.356317, 0.380483)","(-0.865126, -0.316694, 0.388925)","(-0.924998, -0.143568, 0.351806)","(-0.949497, -0.00311372, 0.313762)","(-0.777761, -0.375823, 0.50383)","(-0.619489, -0.42415, 0.660553)","(-0.871364, 0.458915, 0.173557)","(-0.330647, 0.847166, -0.415912)",pinch
"(0, 0, 0)","(-0.998082, 0.0154234, 0.0599487)","(-0.992803, 0.0295651, 0.116056)","(-0.983257, 0.0448301, 0.176626)","(-0.932056, -0.35088, 0.0903056)","(-0.789395, -0.594145, 0.154426)","(-0.839443, -0.517606, 0.165587)","(-0.87715, -0.447527, 0.174144)","(-0.908287, -0.352421, 0.225421)","(-0.962547, 0.211524, 0.169591)","(-0.540372, 0.840666, -0.0357597)","(-0.0668157, 0.984177, -0.16411)","(-0.863515, -0.343396, 0.369351)","(-0.879683, -0.295762, 0.372401)","(-0.937573, -0.10578, 0.331311)","(-0.956073, 0.0470587, 0.289327)","(-0.789569, -0.364901, 0.493383)","(-0.643434, -0.405678, 0.649168)","(-0.861269, 0.48301, 0.157851)","(-0.303763, 0.855563, -0.419213)",pinch
"(0, 0, 0)","(-0.997103, 0.0709727, 0.0273718)","(-0.992446, 0.0857728, 0.0877101)","(-0.983954, 0.100219, 0.147617)","(-0.952573, -0.299096, 0.0560874)","(-0.819313, -0.559904, 0.123429)","(-0.866694, -0.480742, 0.133153)","(-0.901908, -0.408372, 0.140694)","(-0.933795, -0.301955, 0.191965)","(-0.954551, 0.265468, 0.135496)","(-0.487799, 0.87126, -0.0543821)","(0.00045221, 0.986156, -0.165818)","(-0.893795, -0.295421, 0.337427)","(-0.908848, -0.245097, 0.337523)","(-0.955437, -0.0422207, 0.29216)","(-0.961659, 0.118985, 0.247092)","(-0.825647, -0.320973, 0.463986)","(-0.699846, -0.352392, 0.621318)","(-0.830567, 0.545156, 0.113859)","(-0.226237, 0.870805, -0.43648)",pinch
"(0, 0, 0)","(-0.997129, 0.0562933, 0.0506365)","(-0.990741, 0.0713831, 0.115485)","(-0.981047, 0.0848706, 0.174197)","(-0.94695, -0.315273, 0.0623598)","(-0.804865, -0.580374, 0.123928)","(-0.854123, -0.502156, 0.135329)","(-0.89107, -0.430308, 0.144322)","(-0.926642, -0.319593, 0.197979)","(-0.956887, 0.24915, 0.149305)","(-0.49935, 0.865547, -0.0384539)","(-0.0117444, 0.988002, -0.153996)","(-0.885163, -0.314301, 0.343076)","(-0.901297, -0.265135, 0.34259)","(-0.952811, -0.0546455, 0.298606)","(-0.960646, 0.113268, 0.253634)","(-0.81523, -0.340384, 0.468549)","(-0.699703, -0.352844, 0.621222)","(-0.8293, 0.546705, 0.11565)","(-0.229751, 0.872309, -0.431615)",pinch
"(0, 0, 0)","(-0.998479, 0.0183141, 0.0520068)","(-0.992084, 0.0351056, 0.12057)","(-0.983183, 0.048665, 0.176021)","(-0.934009, -0.352783, 0.0563075)","(-0.779143, -0.615095, 0.120811)","(-0.832101, -0.538884, 0.131195)","(-0.872445, -0.468429, 0.139334)","(-0.914828, -0.355209, 0.192137)","(-0.967333, 0.212297, 0.138551)","(-0.531089, 0.845792, -0.0508016)","(-0.0456615, 0.98554, -0.163177)","(-0.874972, -0.3471, 0.337559)","(-0.892806, -0.300469, 0.335582)","(-0.953651, -0.0869051, 0.288092)","(-0.967025, 0.0848649, 0.240126)","(-0.805234, -0.369345, 0.463877)","(-0.700341, -0.361522, 0.615487)","(-0.845516, 0.52571, 0.0934429)","(-0.250643, 0.858759, -0.446891)",pinch
"(0, 0, 0)","(-0.994935, -0.100437, 0.00414746)","(-0.993642, -0.0835015, 0.0755164)","(-0.989082, -0.0703259, 0.129503)","(-0.886699, -0.462344, 0.00137786)","(-0.702817, -0.707788, 0.0713092)","(-0.765345, -0.638681, 0.0795808)","(-0.814548, -0.573649, 0.0862452)","(-0.874631, -0.464726, 0.138024)","(-0.991723, 0.0940143, 0.0874512)","(-0.623277, 0.778707, -0.0717089)","(-0.150947, 0.976156, -0.155997)","(-0.843839, -0.454348, 0.285489)","(-0.866286, -0.411874, 0.282681)","(-0.950779, -0.203696, 0.233509)","(-0.982053, -0.0316036, 0.185939)","(-0.77877, -0.470229, 0.415213)","(-0.692193, -0.442158, 0.570408)","(-0.902302, 0.428691, 0.0455565)","(-0.321604, 0.830652, -0.454519)",pinch
"(0, 0, 0)","(-0.98325, -0.18179, -0.0131016)","(-0.984366, -0.165582, 0.0600441)","(-0.981707, -0.153208, 0.11304)","(-0.845147, -0.534018, -0.0234645)","(-0.640889, -0.766241, 0.0462211)","(-0.709344, -0.702768, 0.0542938)","(-0.76415, -0.642151, 0.0609683)","(-0.8355, -0.537672, 0.113346)","(-0.997564, 0.0108374, 0.0689035)","(-0.682848, 0.726922, -0.0728172)","(-0.225424, 0.963457, -0.144685)","(-0.808461, -0.527245, 0.261542)","(-0.833482, -0.488397, 0.25841)","(-0.935918, -0.282979, 0.209713)","(-0.980517, -0.109549, 0.163052)","(-0.744756, -0.539854, 0.392297)","(-0.669408, -0.501013, 0.548524)","(-0.934103, 0.355602, 0.0316116)","(-0.38178, 0.808255, -0.448294)",pinch
"(0, 0, 0)","(-0.993847, -0.109141, 0.0189016)","(-0.990759, -0.0987653, 0.092966)","(-0.984889, -0.0907184, 0.147527)","(-0.883099, -0.468529, -0.0248317)","(-0.692683, -0.721041, 0.0170364)","(-0.756011, -0.653721, 0.0331135)","(-0.806005, -0.590044, 0.0469529)","(-0.868196, -0.483714, 0.110707)","(-0.990306, 0.0766224, 0.115857)","(-0.628568, 0.777619, 0.0145268)","(-0.157493, 0.985673, -0.0603763)","(-0.834443, -0.48705, 0.257851)","(-0.852818, -0.453698, 0.258571)","(-0.944923, -0.232811, 0.230043)","(-0.979044, -0.0479453, 0.197922)","(-0.766597, -0.514532, 0.384169)","(-0.686135, -0.488947, 0.538656)","(-0.902202, 0.419229, 0.101383)","(-0.341658, 0.865798, -0.365601)",pinch
"(0, 0, 0)","(-0.994678, -0.102193, 0.0131089)","(-0.991837, -0.0932359, 0.0869897)","(-0.98586, -0.0859478, 0.143852)","(-0.886262, -0.46185, -0.0351386)","(-0.696471, -0.717581, 0.00233156)","(-0.759548, -0.65016, 0.0194815)","(-0.809304, -0.586384, 0.034365)","(-0.871783, -0.479547, 0.100142)","(-0.990033, 0.0808812, 0.115295)","(-0.623485, 0.781367, 0.0270676)","(-0.150459, 0.987668, -0.0432909)","(-0.838401, -0.485734, 0.247278)","(-0.841565, -0.479159, 0.249349)","(-0.941587, -0.250452, 0.225141)","(-0.979134, -0.055508, 0.19549)","(-0.771045, -0.51593, 0.373237)","(-0.69716, -0.486398, 0.526673)","(-0.898364, 0.426587, 0.104721)","(-0.338134, 0.873889, -0.34926)",pinch
"(0, 0, 0)","(-0.99757, -0.0692501, 0.0076834)","(-0.994892, -0.0630349, 0.0788425)","(-0.9882, -0.0572082, 0.142083)","(-0.900542, -0.43273, -0.0420659)","(-0.717631, -0.696283, -0.0139765)","(-0.778593, -0.627504, 0.00566852)","(-0.826365, -0.562671, 0.0228436)","(-0.885717, -0.454914, 0.0925136)","(-0.986693, 0.101844, 0.126749)","(-0.605305, 0.793995, 0.0563768)","(-0.127796, 0.991726, -0.012183)","(-0.851557, -0.466543, 0.239141)","(-0.818088, -0.52075, 0.244031)","(-0.929584, -0.287298, 0.230941)","(-0.97466, -0.0808185, 0.208583)","(-0.784336, -0.502585, 0.363627)","(-0.715722, -0.471273, 0.515407)","(-0.882187, 0.454968, 0.121452)","(-0.315724, 0.893607, -0.319036)",pinch
"(0, 0, 0)","(-0.999936, -0.00591954, -0.0096326)","(-0.998598, -0.00221302, 0.0528948)","(-0.993247, 0.00154938, 0.116011)","(-0.924598, -0.377909, -0.0479954)","(-0.756662, -0.653255, -0.0268564)","(-0.813538, -0.581487, -0.00541065)","(-0.857479, -0.514344, 0.0134286)","(-0.910725, -0.403962, 0.0859913)","(-0.979292, 0.151527, 0.134267)","(-0.563234, 0.822637, 0.0776895)","(-0.075986, 0.997048, 0.0110432)","(-0.876895, -0.42089, 0.232178)","(-0.823315, -0.516285, 0.235801)","(-0.933054, -0.275843, 0.230912)","(-0.974856, -0.0603665, 0.214501)","(-0.811564, -0.463628, 0.355547)","(-0.743819, -0.435463, 0.507055)","(-0.853975, 0.502244, 0.135935)","(-0.270661, 0.916632, -0.294159)",pinch
"(0, 0, 0)","(-0.985827, 0.166031, -0.0240649)","(-0.985599, 0.167122, 0.0257919)","(-0.983336, 0.167744, 0.0700906)","(-0.974926, -0.217179, -0.0485022)","(-0.854449, -0.518051, -0.0392506)","(-0.898541, -0.438646, -0.0146115)","(-0.930657, -0.365824, 0.00709969)","(-0.964582, -0.249942, 0.0843254)","(-0.942754, 0.296011, 0.153597)","(-0.431149, 0.894931, 0.11493)","(0.0772533, 0.995883, 0.0474298)","(-0.932949, -0.277463, 0.22939)","(-0.885245, -0.405464, 0.227905)","(-0.960693, -0.148897, 0.234304)","(-0.97104, 0.0753588, 0.226721)","(-0.874721, -0.334835, 0.350354)","(-0.803295, -0.321427, 0.501399)","(-0.758638, 0.630195, 0.165292)","(-0.122821, 0.958824, -0.25607)",pinch
"(0, 0, 0)","(-0.973692, 0.215248, -0.0747799)","(-0.975945, 0.215364, -0.033905)","(-0.976539, 0.215239, -0.00659213)","(-0.981395, -0.170915, -0.087474)","(-0.874596, -0.47793, -0.0816322)","(-0.916004, -0.397155, -0.056601)","(-0.945637, -0.323417, -0.0342346)","(-0.977287, -0.20713, 0.0447953)","(-0.936041, 0.327519, 0.128683)","(-0.403896, 0.906553, 0.122598)","(0.110414, 0.991046, 0.0750723)","(-0.952126, -0.239369, 0.190154)","(-0.905293, -0.381667, 0.18648)","(-0.972808, -0.121448, 0.197216)","(-0.975091, 0.105359, 0.195184)","(-0.900903, -0.302095, 0.311629)","(-0.83473, -0.294452, 0.465321)","(-0.735895, 0.659071, 0.155194)","(-0.0745901, 0.969182, -0.234781)",pinch
"(0, 0, 0)","(-0.965576, 0.243266, -0.0921085)","(-0.96838, 0.243641, -0.053655)","(-0.96935, 0.243692, -0.0312141)","(-0.984901, -0.142457, -0.0983641)","(-0.886837, -0.453146, -0.0904413)","(-0.926234, -0.371095, -0.0661655)","(-0.95403, -0.296407, -0.0443871)","(-0.983389, -0.178283, 0.0340665)","(-0.929419, 0.349973, 0.117041)","(-0.385132, 0.915627, 0.115329)","(0.131877, 0.988543, 0.0734294)","(-0.96087, -0.210699, 0.179819)","(-0.915575, -0.361189, 0.176816)","(-0.977536, -0.0986625, 0.186249)","(-0.974444, 0.129352, 0.183649)","(-0.912918, -0.274442, 0.302097)","(-0.848608, -0.267335, 0.456505)","(-0.718992, 0.679695, 0.145136)","(-0.047195, 0.970287, -0.237308)",pinch
"(0, 0, 0)","(-0.952895, 0.28614, -0.100574)","(-0.956335, 0.285237, -0.0637452)","(-0.957729, 0.284534, -0.0423631)","(-0.988851, -0.0886493, -0.119643)","(-0.907008, -0.402734, -0.123048)","(-0.943692, -0.316937, -0.094848)","(-0.968487, -0.239206, -0.0693723)","(-0.991435, -0.130126, 0.0111115)","(-0.914459, 0.387113, 0.117934)","(-0.346132, 0.926225, 0.149332)","(0.174564, 0.97747, 0.118658)","(-0.973106, -0.169821, 0.155645)","(-0.93373, -0.326677, 0.146387)","(-0.984107, -0.0617112, 0.166512)","(-0.970538, 0.166613, 0.174058)","(-0.930513, -0.241046, 0.275759)","(-0.868852, -0.243033, 0.431314)","(-0.687922, 0.706988, 0.164107)","(0.00163364, 0.980962, -0.194196)",pinch
"(0, 0, 0)","(-0.940116, 0.332793, -0.0736894)","(-0.942542, 0.331851, -0.0385896)","(-0.943133, 0.331409, -0.0258584)","(-0.995273, -0.0300588, -0.0923488)","(-0.934008, -0.343198, -0.0992182)","(-0.965995, -0.249741, -0.0669604)","(-0.985458, -0.165593, -0.0380872)","(-0.996612, -0.0729576, 0.0379642)","(-0.88815, 0.434969, 0.148295)","(-0.291172, 0.941531, 0.169524)","(0.230712, 0.965009, 0.124619)","(-0.976595, -0.115456, 0.181473)","(-0.945726, -0.277555, 0.169013)","(-0.981016, -0.0101273, 0.193664)","(-0.954602, 0.217569, 0.203469)","(-0.934869, -0.190519, 0.299537)","(-0.869174, -0.197527, 0.453342)","(-0.641641, 0.742613, 0.191893)","(0.0507994, 0.981905, -0.182434)",pinch
"(0, 0, 0)","(-0.922965, 0.383617, -0.0312178)","(-0.923806, 0.382852, 0.00250811)","(-0.923842, 0.382699, 0.00758048)","(-0.998455, 0.0302484, -0.0466036)","(-0.959089, -0.278039, -0.0533211)","(-0.984278, -0.175792, -0.017178)","(-0.996311, -0.084569, 0.014612)","(-0.996413, -0.0128422, 0.083637)","(-0.853661, 0.485344, 0.188957)","(-0.228529, 0.956192, 0.182951)","(0.291419, 0.949756, 0.114186)","(-0.972448, -0.0568562, 0.22608)","(-0.951483, -0.223098, 0.211915)","(-0.970088, 0.0461518, 0.238324)","(-0.929953, 0.272334, 0.247025)","(-0.929967, -0.134616, 0.342112)","(-0.857825, -0.145773, 0.492835)","(-0.58652, 0.779101, 0.221351)","(0.100494, 0.977752, -0.184126)",pinch
"(0, 0, 0)","(-0.916278, 0.400236, -0.0156716)","(-0.916758, 0.399128, 0.0158548)","(-0.916744, 0.399324, 0.0109895)","(-0.998039, 0.0524657, -0.0341426)","(-0.96702, -0.250899, -0.043831)","(-0.989605, -0.143753, -0.00406017)","(-0.998348, -0.0485584, 0.0307262)","(-0.995412, 0.00734946, 0.0953998)","(-0.841568, 0.499088, 0.206579)","(-0.207797, 0.957433, 0.200356)","(0.311235, 0.942036, 0.1253)","(-0.970745, -0.0393491, 0.236865)","(-0.953175, -0.207868, 0.219654)","(-0.966162, 0.0614923, 0.2505)","(-0.92133, 0.287017, 0.262245)","(-0.928611, -0.119775, 0.351193)","(-0.853617, -0.139896, 0.501765)","(-0.571768, 0.783283, 0.244025)","(0.111939, 0.97963, -0.166716)",pinch
"(0, 0, 0)","(-0.913525, 0.405387, 0.0336853)","(-0.912694, 0.404139, 0.0605153)","(-0.91335, 0.405052, 0.0415359)","(-0.997994, 0.0611675, 0.0163134)","(-0.971109, -0.238623, 0.00247268)","(-0.990627, -0.128618, 0.0459954)","(-0.996027, -0.0310912, 0.0834426)","(-0.989339, 0.014215, 0.144937)","(-0.82654, 0.501753, 0.255099)","(-0.190875, 0.955762, 0.223801)","(0.323793, 0.938121, 0.122831)","(-0.958094, -0.0346689, 0.28435)","(-0.942611, -0.204795, 0.26371)","(-0.952083, 0.0643758, 0.298988)","(-0.904955, 0.289683, 0.311675)","(-0.911052, -0.117039, 0.395331)","(-0.826625, -0.148379, 0.542839)","(-0.558603, 0.777568, 0.288704)","(0.102891, 0.982794, -0.153393)",pinch
"(0, 0, 0)","(-0.905468, 0.423558, 0.0269699)","(-0.90478, 0.422785, 0.0512391)","(-0.905555, 0.42371, 0.020954)","(-0.996642, 0.0815695, 0.00714108)","(-0.976318, -0.216338, -0.00016623)","(-0.993799, -0.102938, 0.0420447)","(-0.996922, -0.00275543, 0.0783541)","(-0.989938, 0.0367601, 0.136643)","(-0.818786, 0.521734, 0.239548)","(-0.174696, 0.962933, 0.205528)","(0.340423, 0.933924, 0.109079)","(-0.960772, -0.0102421, 0.277149)","(-0.94837, -0.182431, 0.259449)","(-0.953009, 0.0876167, 0.289996)","(-0.901613, 0.31241, 0.299157)","(-0.916274, -0.0915463, 0.38995)","(-0.833123, -0.123131, 0.539208)","(-0.54577, 0.792772, 0.271381)","(0.122615, 0.977908, -0.169298)",pinch
"(0, 0, 0)","(-0.901515, 0.432049, 0.0245791)","(-0.901, 0.431308, 0.0466057)","(-0.901615, 0.432437, 0.00940582)","(-0.995786, 0.0916985, 0.000828402)","(-0.980434, -0.196813, -0.00383173)","(-0.996075, -0.0790508, 0.0398211)","(-0.996712, 0.0243975, 0.0772679)","(-0.990371, 0.0467019, 0.130326)","(-0.815535, 0.528896, 0.234885)","(-0.167548, 0.964191, 0.205581)","(0.347994, 0.930731, 0.112429)","(-0.962588, -0.000726708, 0.270969)","(-0.951644, -0.174253, 0.253)","(-0.954045, 0.0959334, 0.283891)","(-0.900595, 0.320435, 0.293684)","(-0.919644, -0.0825846, 0.383971)","(-0.837698, -0.115203, 0.533844)","(-0.539425, 0.797988, 0.268767)","(0.133552, 0.976781, -0.16752)",pinch
"(0, 0, 0)","(-0.898503, 0.438408, 0.0221408)","(-0.898082, 0.43775, 0.0426959)","(-0.89855, 0.438865, 0.00240976)","(-0.995095, 0.09889, -0.0024297)","(-0.984061, -0.177794, -0.00369562)","(-0.99765, -0.0545524, 0.0414524)","(-0.995379, 0.053089, 0.0800198)","(-0.990404, 0.0541107, 0.127171)","(-0.812914, 0.534441, 0.231396)","(-0.162365, 0.965545, 0.203371)","(0.353326, 0.928784, 0.111893)","(-0.963398, 0.00675828, 0.267991)","(-0.953505, -0.167948, 0.250243)","(-0.954318, 0.102424, 0.280691)","(-0.899421, 0.326774, 0.290277)","(-0.921395, -0.075185, 0.381285)","(-0.840091, -0.108127, 0.53156)","(-0.534463, 0.802372, 0.26561)","(0.141082, 0.975465, -0.169009)",pinch
"(0, 0, 0)","(-0.899285, 0.436882, 0.0205253)","(-0.898992, 0.436304, 0.0381033)","(-0.899177, 0.437521, -0.00740667)","(-0.995207, 0.097548, -0.00691046)","(-0.986188, -0.165552, -0.00504267)","(-0.998444, -0.0366401, 0.0420449)","(-0.993777, 0.0752924, 0.082084)","(-0.991047, 0.0526861, 0.12268)","(-0.815123, 0.532492, 0.228094)","(-0.165611, 0.96498, 0.203438)","(0.350646, 0.929506, 0.114307)","(-0.964621, 0.00527366, 0.263589)","(-0.954278, -0.17034, 0.245637)","(-0.955831, 0.100112, 0.276341)","(-0.90141, 0.324719, 0.286388)","(-0.923025, -0.0766905, 0.377018)","(-0.840946, -0.112431, 0.529311)","(-0.542475, 0.79585, 0.268968)","(0.128438, 0.978548, -0.161082)",pinch
"(0, 0, 0)","(-0.866922, 0.498436, 0.00272598)","(-0.866957, 0.498093, 0.0169926)","(-0.865992, 0.498853, -0.0346843)","(-0.985624, 0.166893, -0.0263115)","(-0.995966, -0.0874865, -0.0199458)","(-0.99858, 0.0459636, 0.0269309)","(-0.984803, 0.160269, 0.0669093)","(-0.986947, 0.123189, 0.103734)","(-0.780127, 0.589994, 0.208108)","(-0.101999, 0.976136, 0.191715)","(0.412133, 0.904147, 0.112541)","(-0.966444, 0.0754994, 0.245533)","(-0.968069, -0.101399, 0.229259)","(-0.951389, 0.168903, 0.257547)","(-0.881629, 0.389414, 0.26662)","(-0.932743, -0.00800129, 0.360452)","(-0.856193, -0.0431303, 0.514852)","(-0.488708, 0.835546, 0.251053)","(0.197982, 0.965937, -0.166642)",pinch
"(0, 0, 0)","(-0.846193, 0.532377, -0.0230831)","(-0.846513, 0.532123, -0.0161687)","(-0.841956, 0.533502, -0.0805402)","(-0.976062, 0.207451, -0.065328)","(-0.997906, -0.0267846, -0.058873)","(-0.990972, 0.134069, 0.000366105)","(-0.961967, 0.268369, 0.0509675)","(-0.984704, 0.162103, 0.0638714)","(-0.764275, 0.618107, 0.183922)","(-0.0714515, 0.976771, 0.202025)","(0.442397, 0.885257, 0.143544)","(-0.972222, 0.111723, 0.205673)","(-0.980257, -0.0654648, 0.186574)","(-0.954088, 0.203623, 0.219666)","(-0.876025, 0.421113, 0.235039)","(-0.946862, 0.0253848, 0.320638)","(-0.878226, -0.0101895, 0.478137)","(-0.463538, 0.852258, 0.242464)","(0.241778, 0.959784, -0.142681)",pinch
"(0, 0, 0)","(-0.86898, 0.490355, -0.0665301)","(-0.869014, 0.490344, -0.0661597)","(-0.859729, 0.491012, -0.140617)","(-0.980555, 0.160348, -0.113136)","(-0.992948, -0.0605234, -0.101934)","(-0.992136, 0.119321, -0.0377951)","(-0.962947, 0.269093, 0.0179267)","(-0.993111, 0.116068, 0.0161125)","(-0.797845, 0.58613, 0.141053)","(-0.121392, 0.975094, 0.185624)","(0.398145, 0.904732, 0.151461)","(-0.984942, 0.0678986, 0.158993)","(-0.983728, -0.110328, 0.1418)","(-0.971899, 0.160125, 0.172549)","(-0.904969, 0.381358, 0.188674)","(-0.960987, -0.015874, 0.276137)","(-0.89821, -0.0425241, 0.437505)","(-0.512592, 0.832743, 0.209258)","(0.201433, 0.968954, -0.143363)",pinch
"(0, 0, 0)","(-0.882089, 0.461271, -0.0956437)","(-0.881868, 0.461311, -0.0974686)","(-0.869619, 0.461574, -0.17525)","(-0.981185, 0.127984, -0.144554)","(-0.987748, -0.0858139, -0.130342)","(-0.992494, 0.103953, -0.0644212)","(-0.96502, 0.262102, -0.00629165)","(-0.996312, 0.0844277, -0.0153345)","(-0.818074, 0.564135, 0.111834)","(-0.15345, 0.972945, 0.172716)","(0.368763, 0.916596, 0.154483)","(-0.991032, 0.0377619, 0.128179)","(-0.98357, -0.141062, 0.112657)","(-0.981413, 0.129951, 0.141212)","(-0.92213, 0.353459, 0.157297)","(-0.96806, -0.0442025, 0.24679)","(-0.909574, -0.0642401, 0.410547)","(-0.544021, 0.818329, 0.185415)","(0.17358, 0.97396, -0.14585)",pinch
"(0, 0, 0)","(-0.899869, 0.430591, -0.0694777)","(-0.899254, 0.43075, -0.0761315)","(-0.887568, 0.431068, -0.162488)","(-0.987934, 0.0960191, -0.121519)","(-0.988578, -0.108291, -0.104822)","(-0.995369, 0.0889507, -0.0364538)","(-0.967114, 0.253317, 0.0228179)","(-0.998594, 0.0523813, 0.00811803)","(-0.831476, 0.540006, 0.130539)","(-0.177085, 0.968657, 0.1742)","(0.346057, 0.927216, 0.143228)","(-0.988427, 0.00633305, 0.151568)","(-0.975506, -0.172732, 0.136205)","(-0.981523, 0.0983504, 0.164134)","(-0.929166, 0.323799, 0.178341)","(-0.960036, -0.0745019, 0.26978)","(-0.897236, -0.089465, 0.432393)","(-0.564781, 0.801553, 0.196305)","(0.137519, 0.978824, -0.151629)",pinch
"(0, 0, 0)","(-0.921467, 0.3829, -0.0654701)","(-0.920411, 0.382822, -0.0793147)","(-0.90756, 0.380068, -0.178558)","(-0.991868, 0.0489941, -0.11746)","(-0.987301, -0.13196, -0.0884449)","(-0.996722, 0.0774485, -0.0233742)","(-0.967431, 0.251059, 0.0323455)","(-0.999862, 0.00946403, 0.013678)","(-0.852285, 0.509506, 0.118383)","(-0.215252, 0.966175, 0.142027)","(0.309032, 0.944864, 0.108313)","(-0.986861, -0.0310943, 0.15855)","(-0.966172, -0.210338, 0.149227)","(-0.983914, 0.0610857, 0.167873)","(-0.941383, 0.289037, 0.17394)","(-0.954293, -0.106475, 0.279262)","(-0.891531, -0.102865, 0.441126)","(-0.591354, 0.788547, 0.168804)","(0.099577, 0.97696, -0.188771)",pinch
"(0, 0, 0)","(-0.929753, 0.365009, -0.0482425)","(-0.928461, 0.364694, -0.0704205)","(-0.914201, 0.360103, -0.185908)","(-0.993125, 0.0369814, -0.111062)","(-0.990697, -0.114695, -0.0732419)","(-0.994612, 0.1034, -0.00751446)","(-0.958356, 0.281562, 0.0477155)","(-0.999789, -0.00128664, 0.0205236)","(-0.856595, 0.502003, 0.119324)","(-0.223892, 0.965402, 0.133682)","(0.300336, 0.948951, 0.0963827)","(-0.985355, -0.0402128, 0.165707)","(-0.962672, -0.219743, 0.158035)","(-0.983377, 0.0516903, 0.174061)","(-0.943374, 0.28023, 0.177527)","(-0.951139, -0.113993, 0.286951)","(-0.889256, -0.09553, 0.447323)","(-0.590692, 0.790913, 0.159815)","(0.0947636, 0.974648, -0.202686)",pinch
