thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture
"(0, 0, 0)","(-0.954227, 0.200592, 0.221841)","(-0.777924, 0.628312, 0.00755621)","(-0.170511, 0.939444, -0.297272)","(-0.918792, 0.263627, -0.293807)","(-0.518824, 0.759513, 0.392379)","(0.587469, 0.310403, 0.747349)","(0.88351, -0.244966, 0.399252)","(-0.856233, 0.351722, -0.378361)","(-0.873463, 0.388343, -0.293688)","(-0.856572, 0.5073, -0.0945019)","(-0.811306, 0.581066, 0.064383)","(-0.768892, 0.443247, -0.4608)","(-0.766238, 0.449795, -0.458872)","(-0.784303, 0.54815, -0.290516)","(-0.777099, 0.611849, -0.147505)","(-0.669807, 0.491586, -0.556508)","(-0.691925, 0.473002, -0.545443)","(-0.745767, 0.561763, -0.358125)","(-0.764277, 0.614358, -0.196071)",pinch
"(0, 0, 0)","(-0.954248, 0.202186, 0.2203)","(-0.777349, 0.629054, 0.00441559)","(-0.182331, 0.937399, -0.296713)","(-0.919284, 0.261305, -0.29434)","(-0.518924, 0.759985, 0.391331)","(0.585478, 0.315895, 0.74661)","(0.883648, -0.237818, 0.403248)","(-0.856886, 0.349228, -0.37919)","(-0.875466, 0.383877, -0.293595)","(-0.857642, 0.506379, -0.0896163)","(-0.809923, 0.581972, 0.0730311)","(-0.769711, 0.440627, -0.461945)","(-0.765892, 0.447916, -0.461282)","(-0.784283, 0.549502, -0.288007)","(-0.776015, 0.614847, -0.140586)","(-0.67073, 0.488814, -0.557837)","(-0.690785, 0.471002, -0.54861)","(-0.745929, 0.562312, -0.356924)","(-0.76427, 0.616051, -0.190715)",pinch
"(0, 0, 0)","(-0.953225, 0.204334, 0.222733)","(-0.775995, 0.630705, 0.00652671)","(-0.192572, 0.936801, -0.292095)","(-0.919988, 0.262426, -0.291128)","(-0.516356, 0.760234, 0.394234)","(0.585177, 0.318568, 0.745709)","(0.884095, -0.232483, 0.405373)","(-0.857781, 0.350331, -0.376138)","(-0.87791, 0.38565, -0.28381)","(-0.855456, 0.513344, -0.0683648)","(-0.800636, 0.590346, 0.102343)","(-0.770786, 0.441685, -0.459133)","(-0.766274, 0.448614, -0.459967)","(-0.784255, 0.55152, -0.284202)","(-0.775011, 0.617452, -0.134575)","(-0.672076, 0.489822, -0.555328)","(-0.690094, 0.472826, -0.547911)","(-0.745707, 0.566129, -0.35131)","(-0.763186, 0.620414, -0.180647)",pinch
"(0, 0, 0)","(-0.952771, 0.204371, 0.224633)","(-0.775865, 0.630842, 0.00846948)","(-0.202568, 0.936097, -0.287555)","(-0.920589, 0.26278, -0.288899)","(-0.515023, 0.759826, 0.396756)","(0.583188, 0.322105, 0.745748)","(0.884149, -0.225562, 0.409149)","(-0.858558, 0.350754, -0.373965)","(-0.880095, 0.385686, -0.27691)","(-0.854163, 0.517342, -0.0525614)","(-0.793772, 0.595362, 0.124379)","(-0.771734, 0.442173, -0.457067)","(-0.766465, 0.448486, -0.459774)","(-0.784399, 0.552695, -0.281508)","(-0.774445, 0.619225, -0.129599)","(-0.673227, 0.490385, -0.553432)","(-0.689623, 0.473511, -0.547912)","(-0.745811, 0.568276, -0.347603)","(-0.762778, 0.622949, -0.173509)",pinch
"(0, 0, 0)","(-0.951494, 0.20683, 0.227773)","(-0.774477, 0.63251, 0.0108049)","(-0.212298, 0.935154, -0.283578)","(-0.921124, 0.264728, -0.285393)","(-0.511486, 0.761065, 0.398952)","(0.583115, 0.325791, 0.744203)","(0.884467, -0.219617, 0.411687)","(-0.85923, 0.352503, -0.370764)","(-0.881607, 0.387675, -0.269214)","(-0.851336, 0.523353, -0.036455)","(-0.784774, 0.602291, 0.146205)","(-0.772527, 0.443666, -0.454272)","(-0.766376, 0.448979, -0.45944)","(-0.783803, 0.55513, -0.278359)","(-0.772644, 0.622644, -0.123837)","(-0.674294, 0.491587, -0.551062)","(-0.689168, 0.474625, -0.54752)","(-0.745307, 0.571191, -0.343886)","(-0.76135, 0.626547, -0.166688)",pinch
"(0, 0, 0)","(-0.950744, 0.206911, 0.230809)","(-0.774425, 0.63252, 0.0135882)","(-0.22588, 0.933738, -0.277688)","(-0.921691, 0.265987, -0.282377)","(-0.509345, 0.761346, 0.401148)","(0.581382, 0.33025, 0.743592)","(0.884523, -0.212023, 0.41553)","(-0.859957, 0.353699, -0.367929)","(-0.882905, 0.388243, -0.264097)","(-0.849564, 0.526889, -0.0250563)","(-0.778417, 0.606503, 0.161929)","(-0.773404, 0.444766, -0.451697)","(-0.766613, 0.449264, -0.458766)","(-0.783662, 0.556948, -0.275107)","(-0.771472, 0.625182, -0.118233)","(-0.67542, 0.492579, -0.548793)","(-0.688623, 0.475791, -0.547195)","(-0.745034, 0.574164, -0.339501)","(-0.760202, 0.630042, -0.158555)",pinch
"(0, 0, 0)","(-0.950325, 0.206414, 0.232974)","(-0.774403, 0.632503, 0.0154852)","(-0.238076, 0.932288, -0.272323)","(-0.922054, 0.266961, -0.280265)","(-0.508844, 0.761172, 0.402114)","(0.577253, 0.336453, 0.744028)","(0.883902, -0.202274, 0.421667)","(-0.860424, 0.35464, -0.365925)","(-0.883654, 0.388469, -0.261241)","(-0.848185, 0.529414, -0.0174059)","(-0.77364, 0.609562, 0.17296)","(-0.773968, 0.445651, -0.449855)","(-0.766631, 0.449288, -0.458713)","(-0.783495, 0.558462, -0.272497)","(-0.770427, 0.627385, -0.113271)","(-0.676152, 0.493401, -0.547151)","(-0.687641, 0.476914, -0.547451)","(-0.744646, 0.577316, -0.334975)","(-0.758974, 0.633698, -0.149616)",pinch
"(0, 0, 0)","(-0.949834, 0.206005, 0.235324)","(-0.774387, 0.632465, 0.0177185)","(-0.25111, 0.930622, -0.266245)","(-0.922522, 0.267973, -0.277748)","(-0.508869, 0.760696, 0.402982)","(0.572045, 0.343801, 0.744691)","(0.883043, -0.190845, 0.428735)","(-0.861031, 0.355649, -0.363511)","(-0.884613, 0.388345, -0.258163)","(-0.847, 0.531506, -0.00964791)","(-0.769034, 0.612153, 0.183999)","(-0.774706, 0.446632, -0.447605)","(-0.766806, 0.449417, -0.458293)","(-0.783417, 0.560115, -0.269312)","(-0.769352, 0.629704, -0.107563)","(-0.677095, 0.494352, -0.545121)","(-0.687018, 0.477744, -0.54751)","(-0.744548, 0.580108, -0.330337)","(-0.757968, 0.636954, -0.140619)",pinch
"(0, 0, 0)","(-0.94999, 0.203166, 0.237156)","(-0.775504, 0.63105, 0.0192189)","(-0.264956, 0.928374, -0.260614)","(-0.922787, 0.268235, -0.27661)","(-0.509263, 0.760269, 0.403289)","(0.567163, 0.350106, 0.745488)","(0.881957, -0.180938, 0.435217)","(-0.861377, 0.355905, -0.362437)","(-0.885358, 0.387271, -0.257221)","(-0.846372, 0.532572, -0.00468706)","(-0.765734, 0.613858, 0.191911)","(-0.775131, 0.446877, -0.446625)","(-0.766597, 0.448877, -0.459172)","(-0.783274, 0.561272, -0.267313)","(-0.768405, 0.631638, -0.102891)","(-0.677625, 0.494584, -0.544252)","(-0.685993, 0.477536, -0.548974)","(-0.744337, 0.581705, -0.327996)","(-0.757269, 0.639082, -0.134602)",pinch
"(0, 0, 0)","(-0.949576, 0.202275, 0.239561)","(-0.775327, 0.631231, 0.0203859)","(-0.273905, 0.926688, -0.257342)","(-0.92326, 0.268781, -0.274495)","(-0.508106, 0.760732, 0.403875)","(0.565081, 0.35506, 0.744726)","(0.881676, -0.173576, 0.43877)","(-0.861994, 0.356321, -0.360557)","(-0.886422, 0.386588, -0.254568)","(-0.844704, 0.535219, 0.00395766)","(-0.759537, 0.617397, 0.204757)","(-0.775885, 0.447142, -0.445047)","(-0.766558, 0.448238, -0.459861)","(-0.78302, 0.562996, -0.264415)","(-0.766867, 0.634485, -0.0966646)","(-0.678588, 0.494678, -0.542966)","(-0.685384, 0.477608, -0.549672)","(-0.744295, 0.584307, -0.323433)","(-0.756089, 0.642395, -0.125135)",pinch
"(0, 0, 0)","(-0.948796, 0.2026, 0.242362)","(-0.774164, 0.632608, 0.0218525)","(-0.281353, 0.925416, -0.253862)","(-0.923468, 0.270552, -0.272046)","(-0.505787, 0.761685, 0.404988)","(0.564497, 0.358507, 0.743516)","(0.881653, -0.168374, 0.440837)","(-0.862262, 0.357901, -0.358345)","(-0.887118, 0.387477, -0.250766)","(-0.841569, 0.539932, 0.0153146)","(-0.750469, 0.622777, 0.221235)","(-0.776202, 0.448479, -0.443145)","(-0.766013, 0.448453, -0.460558)","(-0.782093, 0.5658, -0.261152)","(-0.764408, 0.638461, -0.0897126)","(-0.679084, 0.495738, -0.541376)","(-0.68393, 0.478561, -0.550653)","(-0.743252, 0.587804, -0.319472)","(-0.753878, 0.646607, -0.116477)",pinch
"(0, 0, 0)","(-0.94846, 0.202101, 0.244089)","(-0.773667, 0.633183, 0.0227622)","(-0.287334, 0.924345, -0.251051)","(-0.923735, 0.271254, -0.270433)","(-0.50521, 0.761536, 0.405989)","(0.562294, 0.362864, 0.743071)","(0.8814, -0.161391, 0.443944)","(-0.862614, 0.358544, -0.356852)","(-0.888236, 0.387425, -0.246859)","(-0.838761, 0.543801, 0.0275763)","(-0.741306, 0.627157, 0.239038)","(-0.776633, 0.449044, -0.441816)","(-0.765524, 0.447882, -0.461925)","(-0.781594, 0.567685, -0.258543)","(-0.762637, 0.641431, -0.0833685)","(-0.679654, 0.496214, -0.540225)","(-0.682712, 0.478742, -0.552005)","(-0.742736, 0.59015, -0.316333)","(-0.75251, 0.649494, -0.109023)",pinch
"(0, 0, 0)","(-0.947253, 0.204072, 0.247115)","(-0.771431, 0.635814, 0.025191)","(-0.289431, 0.924584, -0.247737)","(-0.923741, 0.274374, -0.267247)","(-0.503681, 0.761786, 0.407415)","(0.559873, 0.367364, 0.742689)","(0.880891, -0.154256, 0.447477)","(-0.862623, 0.361551, -0.353783)","(-0.888686, 0.389883, -0.241307)","(-0.834208, 0.549854, 0.0419281)","(-0.729454, 0.6331, 0.259003)","(-0.776631, 0.451858, -0.43894)","(-0.764836, 0.449521, -0.461472)","(-0.780223, 0.57206, -0.252981)","(-0.75917, 0.646764, -0.0731935)","(-0.679819, 0.498815, -0.537615)","(-0.681149, 0.480892, -0.552067)","(-0.741269, 0.594326, -0.311925)","(-0.749786, 0.654021, -0.100385)",pinch
"(0, 0, 0)","(-0.946415, 0.204911, 0.24962)","(-0.770062, 0.637398, 0.0269731)","(-0.292087, 0.924418, -0.245229)","(-0.923947, 0.276158, -0.264686)","(-0.50371, 0.761448, 0.408012)","(0.556663, 0.373022, 0.742281)","(0.880475, -0.145897, 0.451086)","(-0.8629, 0.363254, -0.351353)","(-0.889475, 0.39251, -0.23403)","(-0.828083, 0.557246, 0.0612801)","(-0.713266, 0.640027, 0.285688)","(-0.776971, 0.453436, -0.436706)","(-0.764629, 0.449927, -0.46142)","(-0.779553, 0.574756, -0.248904)","(-0.756836, 0.650322, -0.0654329)","(-0.680336, 0.500251, -0.535623)","(-0.679788, 0.481707, -0.553033)","(-0.740331, 0.597315, -0.308424)","(-0.747761, 0.657486, -0.0925543)",pinch
"(0, 0, 0)","(-0.945797, 0.204156, 0.252565)","(-0.769557, 0.637904, 0.0293379)","(-0.297895, 0.923596, -0.241306)","(-0.92417, 0.277755, -0.262223)","(-0.504408, 0.760863, 0.40824)","(0.553186, 0.378572, 0.74207)","(0.879998, -0.1379, 0.454518)","(-0.863204, 0.364803, -0.348995)","(-0.890092, 0.394485, -0.228292)","(-0.822614, 0.563294, 0.0775046)","(-0.698837, 0.645476, 0.308202)","(-0.777346, 0.454896, -0.434514)","(-0.764376, 0.45022, -0.461553)","(-0.778887, 0.577487, -0.24463)","(-0.754402, 0.653923, -0.0571275)","(-0.680886, 0.501613, -0.533646)","(-0.67849, 0.482714, -0.55375)","(-0.739498, 0.600583, -0.304042)","(-0.745661, 0.661094, -0.0833291)",pinch
"(0, 0, 0)","(-0.945304, 0.201411, 0.256583)","(-0.769761, 0.637505, 0.0324778)","(-0.306247, 0.922177, -0.236226)","(-0.924416, 0.279216, -0.259796)","(-0.505408, 0.76016, 0.408313)","(0.550133, 0.383783, 0.741663)","(0.879771, -0.130661, 0.457089)","(-0.863539, 0.366218, -0.346677)","(-0.890564, 0.395422, -0.224805)","(-0.81919, 0.566826, 0.0873811)","(-0.689655, 0.648653, 0.321909)","(-0.777764, 0.456228, -0.432366)","(-0.764103, 0.450246, -0.461979)","(-0.77822, 0.580298, -0.240059)","(-0.751744, 0.657708, -0.0479723)","(-0.681482, 0.502854, -0.531715)","(-0.677126, 0.483474, -0.554755)","(-0.738597, 0.603488, -0.300461)","(-0.743614, 0.664355, -0.0753094)",pinch
"(0, 0, 0)","(-0.946758, 0.190903, 0.259239)","(-0.773718, 0.632568, 0.0349143)","(-0.317538, 0.919736, -0.230773)","(-0.925618, 0.275376, -0.259615)","(-0.511635, 0.755503, 0.409201)","(0.543573, 0.389685, 0.743421)","(0.879242, -0.120119, 0.460983)","(-0.865116, 0.362901, -0.346232)","(-0.892754, 0.391558, -0.222876)","(-0.819091, 0.565431, 0.0968361)","(-0.684461, 0.647019, 0.335976)","(-0.779732, 0.453553, -0.431635)","(-0.765397, 0.446375, -0.463591)","(-0.780641, 0.578089, -0.237513)","(-0.753581, 0.656041, -0.0415441)","(-0.683621, 0.500908, -0.530804)","(-0.676453, 0.480485, -0.558163)","(-0.740337, 0.602135, -0.298889)","(-0.745415, 0.663057, -0.0686358)",pinch
"(0, 0, 0)","(-0.945889, 0.189926, 0.2631)","(-0.772617, 0.633785, 0.0371369)","(-0.321179, 0.919144, -0.228076)","(-0.92606, 0.276473, -0.256857)","(-0.511371, 0.755216, 0.410059)","(0.542567, 0.393601, 0.742091)","(0.879649, -0.114534, 0.461628)","(-0.865713, 0.363914, -0.343668)","(-0.893412, 0.391727, -0.219923)","(-0.816257, 0.568062, 0.105023)","(-0.676453, 0.649496, 0.347225)","(-0.780476, 0.454451, -0.429338)","(-0.765563, 0.445835, -0.463837)","(-0.78028, 0.580595, -0.232534)","(-0.75093, 0.659617, -0.0317849)","(-0.684607, 0.501677, -0.528803)","(-0.675128, 0.479947, -0.560226)","(-0.739688, 0.604227, -0.296262)","(-0.743594, 0.665821, -0.0612363)",pinch
"(0, 0, 0)","(-0.945219, 0.191885, 0.264086)","(-0.771087, 0.635671, 0.0367054)","(-0.320784, 0.919072, -0.228922)","(-0.925876, 0.277704, -0.256193)","(-0.510639, 0.756267, 0.409033)","(0.541891, 0.396888, 0.740833)","(0.879522, -0.11095, 0.462744)","(-0.865479, 0.364871, -0.343242)","(-0.893419, 0.392029, -0.219354)","(-0.813287, 0.571281, 0.110465)","(-0.668769, 0.652867, 0.355687)","(-0.780184, 0.455092, -0.42919)","(-0.764741, 0.445312, -0.465692)","(-0.779181, 0.582693, -0.230967)","(-0.748303, 0.66281, -0.0269419)","(-0.684356, 0.501955, -0.528865)","(-0.67274, 0.478764, -0.564098)","(-0.738266, 0.60607, -0.296045)","(-0.741356, 0.66872, -0.0566174)",pinch
"(0, 0, 0)","(-0.945024, 0.193177, 0.263843)","(-0.769934, 0.63713, 0.0356045)","(-0.321158, 0.918845, -0.229307)","(-0.925572, 0.278351, -0.256587)","(-0.510625, 0.756751, 0.408155)","(0.541058, 0.398749, 0.740443)","(0.879217, -0.10889, 0.463811)","(-0.86508, 0.365366, -0.343722)","(-0.893516, 0.391417, -0.220051)","(-0.811525, 0.573097, 0.113964)","(-0.663436, 0.654872, 0.361933)","(-0.779687, 0.455411, -0.429755)","(-0.7635, 0.444308, -0.468677)","(-0.778153, 0.584576, -0.229672)","(-0.745824, 0.665796, -0.021515)","(-0.683801, 0.502075, -0.529469)","(-0.669651, 0.477285, -0.569006)","(-0.736779, 0.607542, -0.296731)","(-0.739475, 0.671123, -0.0526315)",pinch
"(0, 0, 0)","(-0.944767, 0.194216, 0.263999)","(-0.768726, 0.638615, 0.035103)","(-0.323901, 0.918222, -0.227941)","(-0.925419, 0.278933, -0.256508)","(-0.510384, 0.756841, 0.408288)","(0.540583, 0.399933, 0.740151)","(0.879114, -0.107112, 0.464419)","(-0.864879, 0.365882, -0.343677)","(-0.893937, 0.391176, -0.218765)","(-0.808381, 0.575864, 0.12207)","(-0.654322, 0.657232, 0.374044)","(-0.779437, 0.455844, -0.429749)","(-0.762349, 0.443056, -0.471725)","(-0.777289, 0.586598, -0.227429)","(-0.743164, 0.668959, -0.014184)","(-0.683535, 0.502413, -0.529491)","(-0.66699, 0.475878, -0.573293)","(-0.735664, 0.608799, -0.296921)","(-0.737948, 0.673128, -0.0482939)",pinch
"(0, 0, 0)","(-0.946173, 0.19214, 0.260458)","(-0.769664, 0.637717, 0.0305659)","(-0.32922, 0.916021, -0.22917)","(-0.925468, 0.275347, -0.260178)","(-0.514456, 0.755527, 0.405604)","(0.536265, 0.403844, 0.741168)","(0.877869, -0.101817, 0.467951)","(-0.864923, 0.362354, -0.347286)","(-0.895095, 0.387812, -0.220015)","(-0.806099, 0.577206, 0.130529)","(-0.644646, 0.658518, 0.388311)","(-0.77949, 0.452459, -0.433216)","(-0.761073, 0.43788, -0.478569)","(-0.777806, 0.585803, -0.227714)","(-0.742392, 0.669919, -0.00795786)","(-0.683403, 0.499184, -0.532706)","(-0.663901, 0.470432, -0.581317)","(-0.735944, 0.606434, -0.301038)","(-0.739026, 0.671995, -0.0475786)",pinch
"(0, 0, 0)","(-0.946045, 0.192748, 0.260477)","(-0.768683, 0.638929, 0.0299316)","(-0.331507, 0.915446, -0.228172)","(-0.925382, 0.275541, -0.26028)","(-0.514377, 0.75549, 0.405773)","(0.535933, 0.404695, 0.740944)","(0.877825, -0.100433, 0.468333)","(-0.864809, 0.362511, -0.347405)","(-0.895647, 0.387378, -0.218526)","(-0.802131, 0.580369, 0.14056)","(-0.633041, 0.66087, 0.403126)","(-0.779348, 0.452573, -0.433352)","(-0.759923, 0.436107, -0.482004)","(-0.777111, 0.587738, -0.225085)","(-0.739603, 0.673043, 0.000526638)","(-0.683244, 0.49925, -0.532849)","(-0.6609, 0.468284, -0.586449)","(-0.734931, 0.607259, -0.301849)","(-0.737735, 0.673693, -0.0434145)",pinch
"(0, 0, 0)","(-0.9471, 0.19139, 0.257628)","(-0.769322, 0.638334, 0.0259663)","(-0.336248, 0.913389, -0.229474)","(-0.925369, 0.272668, -0.263333)","(-0.517299, 0.754792, 0.403348)","(0.532594, 0.408309, 0.741369)","(0.876802, -0.0957264, 0.471226)","(-0.864782, 0.359612, -0.350474)","(-0.896396, 0.383533, -0.22221)","(-0.802138, 0.580002, 0.142029)","(-0.629457, 0.661229, 0.408118)","(-0.779316, 0.449712, -0.436377)","(-0.75864, 0.431466, -0.488163)","(-0.777377, 0.587271, -0.225382)","(-0.738503, 0.674222, 0.00613612)","(-0.683062, 0.496427, -0.535711)","(-0.657748, 0.463233, -0.593955)","(-0.734911, 0.605523, -0.305366)","(-0.738224, 0.673249, -0.0419659)",pinch
"(0, 0, 0)","(-0.948525, 0.188931, 0.254175)","(-0.770403, 0.637188, 0.0216882)","(-0.340599, 0.91141, -0.230919)","(-0.925277, 0.269328, -0.267065)","(-0.520927, 0.753548, 0.400999)","(0.528564, 0.411609, 0.742428)","(0.875476, -0.0910009, 0.474616)","(-0.864654, 0.356335, -0.354119)","(-0.896968, 0.379347, -0.227035)","(-0.803929, 0.578059, 0.139809)","(-0.630419, 0.660298, 0.40814)","(-0.779167, 0.446579, -0.439849)","(-0.757107, 0.426548, -0.49482)","(-0.777811, 0.586453, -0.226015)","(-0.737783, 0.674937, 0.0116241)","(-0.682704, 0.493452, -0.538906)","(-0.653784, 0.457456, -0.602744)","(-0.734863, 0.60326, -0.309926)","(-0.739105, 0.67234, -0.0410249)",pinch
"(0, 0, 0)","(-0.948493, 0.189239, 0.254067)","(-0.769505, 0.63831, 0.0205572)","(-0.34277, 0.910678, -0.230597)","(-0.925193, 0.269168, -0.267519)","(-0.520741, 0.753683, 0.400987)","(0.528365, 0.412701, 0.741963)","(0.875448, -0.0893498, 0.474981)","(-0.864542, 0.356101, -0.354626)","(-0.897201, 0.375676, -0.232161)","(-0.804544, 0.577557, 0.138333)","(-0.628604, 0.660914, 0.409938)","(-0.779027, 0.446272, -0.440406)","(-0.75573, 0.42463, -0.49856)","(-0.776937, 0.58883, -0.222818)","(-0.734289, 0.678496, 0.0215044)","(-0.682537, 0.493061, -0.539476)","(-0.649742, 0.453057, -0.610389)","(-0.733811, 0.602862, -0.313174)","(-0.738191, 0.673492, -0.0384959)",pinch
"(0, 0, 0)","(-0.948343, 0.189597, 0.254359)","(-0.768541, 0.639494, 0.0198069)","(-0.345309, 0.909903, -0.229865)","(-0.925161, 0.269168, -0.267631)","(-0.520155, 0.753841, 0.401451)","(0.528564, 0.413665, 0.741284)","(0.875603, -0.0876783, 0.475008)","(-0.864499, 0.356028, -0.354804)","(-0.89766, 0.366994, -0.243972)","(-0.807676, 0.574697, 0.131847)","(-0.62896, 0.660936, 0.409356)","(-0.778973, 0.446121, -0.440655)","(-0.754674, 0.422931, -0.501594)","(-0.776319, 0.590234, -0.221253)","(-0.731907, 0.680843, 0.0276403)","(-0.682482, 0.492821, -0.539766)","(-0.646439, 0.449451, -0.616531)","(-0.732951, 0.602727, -0.315442)","(-0.737278, 0.674644, -0.0357298)",pinch
"(0, 0, 0)","(-0.949127, 0.188991, 0.251874)","(-0.768051, 0.640215, 0.0148948)","(-0.349507, 0.907705, -0.232199)","(-0.925144, 0.266297, -0.270544)","(-0.521643, 0.753883, 0.399436)","(0.526634, 0.417447, 0.740537)","(0.875022, -0.0827608, 0.476956)","(-0.864477, 0.353, -0.35787)","(-0.898134, 0.356826, -0.256964)","(-0.811875, 0.570734, 0.122967)","(-0.631666, 0.660623, 0.40568)","(-0.778956, 0.442994, -0.443828)","(-0.753446, 0.41834, -0.507259)","(-0.776546, 0.589208, -0.223182)","(-0.731277, 0.68143, 0.0297934)","(-0.682347, 0.489574, -0.542881)","(-0.64265, 0.441967, -0.625832)","(-0.732878, 0.599429, -0.32183)","(-0.738172, 0.673574, -0.0374054)",pinch
"(0, 0, 0)","(-0.950113, 0.187109, 0.24955)","(-0.768012, 0.640356, 0.0100847)","(-0.354311, 0.905299, -0.234303)","(-0.925444, 0.26234, -0.273371)","(-0.52362, 0.753159, 0.398213)","(0.524553, 0.421191, 0.739893)","(0.874588, -0.0771239, 0.478694)","(-0.864879, 0.349006, -0.360804)","(-0.898771, 0.346975, -0.267992)","(-0.816435, 0.565926, 0.114723)","(-0.635814, 0.659222, 0.401456)","(-0.779475, 0.439053, -0.446823)","(-0.752624, 0.412986, -0.512835)","(-0.777477, 0.587317, -0.224917)","(-0.731473, 0.681107, 0.0322532)","(-0.682803, 0.485689, -0.545789)","(-0.639749, 0.434209, -0.634179)","(-0.733676, 0.595217, -0.327776)","(-0.740092, 0.671359, -0.039256)",pinch
"(0, 0, 0)","(-0.950842, 0.185273, 0.24814)","(-0.76794, 0.640484, 0.00687008)","(-0.357473, 0.903724, -0.235578)","(-0.925657, 0.259595, -0.275262)","(-0.524486, 0.752472, 0.398371)","(0.523889, 0.423132, 0.739257)","(0.874634, -0.0735434, 0.479174)","(-0.865169, 0.34627, -0.362739)","(-0.898875, 0.337006, -0.280091)","(-0.821351, 0.560697, 0.104885)","(-0.641107, 0.657537, 0.395761)","(-0.779852, 0.436389, -0.44877)","(-0.751843, 0.409175, -0.517019)","(-0.778039, 0.586344, -0.225515)","(-0.731192, 0.68125, 0.0354532)","(-0.68314, 0.483104, -0.547658)","(-0.636945, 0.428349, -0.640951)","(-0.733988, 0.592278, -0.332368)","(-0.741313, 0.669954, -0.0402113)",pinch
"(0, 0, 0)","(-0.950776, 0.185195, 0.24845)","(-0.767381, 0.641159, 0.00643707)","(-0.358541, 0.903363, -0.235337)","(-0.925722, 0.259434, -0.275197)","(-0.523669, 0.752488, 0.399416)","(0.524703, 0.423341, 0.738559)","(0.875049, -0.0726301, 0.478555)","(-0.865254, 0.346082, -0.362716)","(-0.898651, 0.332166, -0.286518)","(-0.823152, 0.55883, 0.100651)","(-0.642046, 0.6574, 0.394465)","(-0.779958, 0.436176, -0.448793)","(-0.750966, 0.407826, -0.519353)","(-0.777622, 0.587218, -0.224674)","(-0.72956, 0.682773, 0.0395448)","(-0.683266, 0.482863, -0.547714)","(-0.634407, 0.425448, -0.645385)","(-0.733352, 0.591774, -0.334661)","(-0.740893, 0.670473, -0.0392981)",pinch
"(0, 0, 0)","(-0.950738, 0.185115, 0.248657)","(-0.767052, 0.641555, 0.00621735)","(-0.359353, 0.903111, -0.235067)","(-0.925755, 0.259386, -0.27513)","(-0.522998, 0.752408, 0.400443)","(0.525405, 0.423491, 0.737973)","(0.875441, -0.0718147, 0.477959)","(-0.865299, 0.346018, -0.36267)","(-0.898572, 0.32881, -0.290607)","(-0.824363, 0.557494, 0.0981104)","(-0.642566, 0.657223, 0.393912)","(-0.780013, 0.436099, -0.448773)","(-0.750159, 0.406609, -0.521469)","(-0.777259, 0.587988, -0.223918)","(-0.728104, 0.684101, 0.0432541)","(-0.683333, 0.482768, -0.547714)","(-0.632016, 0.423189, -0.649205)","(-0.732624, 0.591561, -0.336627)","(-0.740376, 0.671092, -0.0384685)",pinch
"(0, 0, 0)","(-0.95069, 0.185084, 0.248864)","(-0.766847, 0.641801, 0.00609953)","(-0.359796, 0.902956, -0.234983)","(-0.925801, 0.259357, -0.275004)","(-0.522636, 0.752375, 0.400978)","(0.525695, 0.423868, 0.73755)","(0.875651, -0.070978, 0.477699)","(-0.865358, 0.34597, -0.362573)","(-0.898618, 0.32738, -0.292075)","(-0.824589, 0.557209, 0.0978307)","(-0.641896, 0.657381, 0.39474)","(-0.780087, 0.436031, -0.448711)","(-0.749347, 0.405406, -0.523569)","(-0.776868, 0.588825, -0.223075)","(-0.72655, 0.685496, 0.0471243)","(-0.683425, 0.482678, -0.54768)","(-0.629412, 0.420691, -0.653345)","(-0.731762, 0.591148, -0.339217)","(-0.739883, 0.671637, -0.0384356)",pinch
"(0, 0, 0)","(-0.950631, 0.185049, 0.249114)","(-0.766804, 0.641853, 0.00601937)","(-0.36013, 0.902785, -0.235129)","(-0.925906, 0.25918, -0.274815)","(-0.522119, 0.752344, 0.40171)","(0.526259, 0.424344, 0.736874)","(0.876029, -0.0699221, 0.477163)","(-0.865498, 0.345764, -0.362437)","(-0.898704, 0.326083, -0.293259)","(-0.82476, 0.556987, 0.0976599)","(-0.641217, 0.657589, 0.395497)","(-0.780261, 0.435798, -0.448635)","(-0.748752, 0.403863, -0.525609)","(-0.776691, 0.589364, -0.222264)","(-0.725193, 0.686662, 0.0508928)","(-0.683632, 0.482415, -0.547652)","(-0.626598, 0.418112, -0.657691)","(-0.730726, 0.590703, -0.342212)","(-0.739311, 0.672239, -0.0389173)",pinch
