thumb_metacarpal,thumb_proximal,thumb_intermediate,thumb_distal,index_metacarpal,index_proximal,index_intermediate,index_distal,middle_metacarpal,middle_proximal,middle_intermediate,middle_distal,ring_metacarpal,ring_proximal,ring_intermediate,ring_distal,pinky_metacarpal,pinky_proximal,pinky_intermediate,pinky_distal,gesture
"(0, 0, 0)","(0.769392, 0.418354, 0.482717)","(0.306281, 0.346628, 0.88659)","(-0.142533, 0.197231, 0.96994)","(0.965014, 0.0640665, 0.254252)","(0.177036, 0.965792, 0.189486)","(-0.925669, 0.371724, -0.0704078)","(-0.950376, -0.253649, -0.180134)","(0.922911, 0.0411574, 0.382806)","(0.128211, 0.989619, 0.0649303)","(-0.886081, 0.280134, -0.369304)","(-0.882081, -0.286526, -0.373946)","(0.856197, 0.0182798, 0.516326)","(0.118752, 0.992904, 0.00632247)","(-0.822534, 0.184973, -0.537795)","(-0.774813, -0.428949, -0.464401)","(0.779697, -0.0426913, 0.624699)","(0.257404, 0.963963, -0.0672206)","(-0.705042, 0.20029, -0.680294)","(-0.74227, -0.415757, -0.525531)",fist
"(0, 0, 0)","(0.778056, 0.417462, 0.469419)","(0.314715, 0.363374, 0.876877)","(-0.135108, 0.223875, 0.965208)","(0.967294, 0.0546304, 0.247705)","(0.194523, 0.967096, 0.163967)","(-0.919414, 0.386062, -0.0750576)","(-0.955631, -0.241429, -0.168762)","(0.925521, 0.0356955, 0.377011)","(0.144478, 0.988743, 0.0389073)","(-0.883252, 0.285666, -0.371833)","(-0.888562, -0.281777, -0.362022)","(0.859166, 0.0173236, 0.511403)","(0.136869, 0.990418, -0.0184361)","(-0.820875, 0.192123, -0.537823)","(-0.787162, -0.419748, -0.451872)","(0.78227, -0.0396037, 0.621679)","(0.272689, 0.957586, -0.0931169)","(-0.705136, 0.194878, -0.681766)","(-0.751886, -0.415927, -0.511539)",fist
"(0, 0, 0)","(0.780869, 0.41822, 0.464042)","(0.315851, 0.374546, 0.871753)","(-0.134422, 0.240602, 0.961271)","(0.967636, 0.0504455, 0.247255)","(0.203356, 0.967816, 0.14825)","(-0.915663, 0.39356, -0.0816867)","(-0.95784, -0.235063, -0.165194)","(0.925657, 0.0339931, 0.376834)","(0.152685, 0.988015, 0.0226554)","(-0.880527, 0.287495, -0.376855)","(-0.890719, -0.28046, -0.357717)","(0.859101, 0.0183951, 0.511476)","(0.147596, 0.988491, -0.0331634)","(-0.817531, 0.197103, -0.541104)","(-0.792974, -0.413329, -0.447607)","(0.781682, -0.0360561, 0.622633)","(0.280837, 0.95358, -0.108706)","(-0.702998, 0.19002, -0.685336)","(-0.755303, -0.417106, -0.505509)",fist
"(0, 0, 0)","(0.784026, 0.414782, 0.4618)","(0.315367, 0.385016, 0.867356)","(-0.136655, 0.259486, 0.95603)","(0.966962, 0.0406842, 0.251654)","(0.217396, 0.967086, 0.132224)","(-0.908949, 0.406265, -0.0935946)","(-0.960524, -0.223068, -0.166236)","(0.924064, 0.0271636, 0.381271)","(0.166953, 0.985947, 0.00586649)","(-0.874134, 0.293813, -0.386734)","(-0.892781, -0.274083, -0.357519)","(0.856578, 0.0149478, 0.5158)","(0.164096, 0.985239, -0.0487551)","(-0.810413, 0.204706, -0.548931)","(-0.79839, -0.404052, -0.446448)","(0.777783, -0.0363715, 0.627479)","(0.295384, 0.947284, -0.124106)","(-0.696311, 0.188355, -0.692584)","(-0.758761, -0.41428, -0.502647)",fist
"(0, 0, 0)","(0.785874, 0.412562, 0.460645)","(0.314744, 0.39176, 0.864558)","(-0.138198, 0.271678, 0.952414)","(0.966413, 0.0344931, 0.25467)","(0.226604, 0.966329, 0.121897)","(-0.90438, 0.414489, -0.101472)","(-0.962183, -0.215131, -0.167103)","(0.922934, 0.0228813, 0.384278)","(0.176102, 0.984359, -0.00499339)","(-0.869883, 0.297751, -0.393253)","(-0.893997, -0.270127, -0.357492)","(0.854863, 0.0128623, 0.518694)","(0.174998, 0.982823, -0.0586125)","(-0.805429, 0.210228, -0.554155)","(-0.801957, -0.397209, -0.446196)","(0.775194, -0.0364149, 0.630672)","(0.304727, 0.942967, -0.133997)","(-0.691866, 0.187171, -0.697344)","(-0.760924, -0.41227, -0.501027)",fist
"(0, 0, 0)","(0.786638, 0.411409, 0.460373)","(0.31401, 0.395085, 0.863311)","(-0.13918, 0.277794, 0.950505)","(0.966102, 0.0314026, 0.256244)","(0.231459, 0.965818, 0.116714)","(-0.901893, 0.418884, -0.105476)","(-0.96305, -0.210824, -0.167595)","(0.922333, 0.0207587, 0.385838)","(0.180653, 0.983491, -0.0105054)","(-0.867675, 0.299776, -0.396578)","(-0.894551, -0.268299, -0.357483)","(0.853971, 0.0118526, 0.520185)","(0.180909, 0.98146, -0.0633044)","(-0.802526, 0.214196, -0.556841)","(-0.804074, -0.39245, -0.446596)","(0.773866, -0.0363875, 0.632303)","(0.309417, 0.940715, -0.138981)","(-0.68952, 0.18664, -0.699805)","(-0.762008, -0.410995, -0.500427)",fist
"(0, 0, 0)","(0.786956, 0.410718, 0.460447)","(0.313265, 0.396925, 0.862737)","(-0.13991, 0.281271, 0.949374)","(0.965913, 0.0296404, 0.257163)","(0.234415, 0.965457, 0.113767)","(-0.900336, 0.421642, -0.107763)","(-0.963591, -0.208098, -0.167893)","(0.921979, 0.019553, 0.386746)","(0.183207, 0.982979, -0.0136936)","(-0.866372, 0.301005, -0.398492)","(-0.894834, -0.267385, -0.357459)","(0.853452, 0.0112867, 0.521049)","(0.184602, 0.980609, -0.0657899)","(-0.800589, 0.217367, -0.558399)","(-0.805536, -0.388758, -0.447191)","(0.773098, -0.0363561, 0.633244)","(0.312093, 0.939404, -0.141842)","(-0.688098, 0.186425, -0.701261)","(-0.762635, -0.410037, -0.500257)",fist
"(0, 0, 0)","(0.787089, 0.410248, 0.460638)","(0.312575, 0.398083, 0.862454)","(-0.140494, 0.283515, 0.94862)","(0.965786, 0.0284948, 0.257769)","(0.23646, 0.965181, 0.111862)","(-0.899234, 0.423609, -0.109242)","(-0.963976, -0.206145, -0.168093)","(0.921745, 0.0187709, 0.387342)","(0.18483, 0.982644, -0.0157931)","(-0.865496, 0.301865, -0.399742)","(-0.894996, -0.266888, -0.357426)","(0.85311, 0.0109228, 0.521616)","(0.187187, 0.980017, -0.0672904)","(-0.799165, 0.219961, -0.559422)","(-0.80663, -0.385786, -0.447792)","(0.772594, -0.0363298, 0.63386)","(0.313828, 0.938541, -0.143712)","(-0.687117, 0.186356, -0.702241)","(-0.76305, -0.40925, -0.500269)",fist
"(0, 0, 0)","(0.787138, 0.409895, 0.460869)","(0.311941, 0.398895, 0.862308)","(-0.140987, 0.28513, 0.948063)","(0.965692, 0.0276658, 0.258211)","(0.238027, 0.964953, 0.110493)","(-0.898376, 0.42515, -0.110305)","(-0.964278, -0.204606, -0.168242)","(0.921573, 0.0182063, 0.387778)","(0.185975, 0.982401, -0.017331)","(-0.864844, 0.302534, -0.400648)","(-0.895096, -0.266604, -0.357388)","(0.852861, 0.010661, 0.522029)","(0.189168, 0.979566, -0.0683073)","(-0.798034, 0.222153, -0.560169)","(-0.807505, -0.383294, -0.448353)","(0.772227, -0.0363075, 0.634308)","(0.315079, 0.937913, -0.145071)","(-0.686366, 0.186359, -0.702974)","(-0.763356, -0.408562, -0.500365)",fist
"(0, 0, 0)","(0.787143, 0.409618, 0.461107)","(0.311369, 0.399496, 0.862237)","(-0.141409, 0.286352, 0.947632)","(0.96562, 0.0270353, 0.25855)","(0.23928, 0.964761, 0.109459)","(-0.89768, 0.426412, -0.111107)","(-0.964524, -0.203345, -0.168357)","(0.921441, 0.0177779, 0.388111)","(0.186822, 0.982219, -0.0185145)","(-0.864332, 0.303082, -0.401337)","(-0.895159, -0.266447, -0.357346)","(0.85267, 0.0104638, 0.522345)","(0.190743, 0.979209, -0.0690374)","(-0.797111, 0.224021, -0.560739)","(-0.808221, -0.381186, -0.44886)","(0.771947, -0.0362892, 0.63465)","(0.316026, 0.937432, -0.146109)","(-0.685766, 0.1864, -0.703548)","(-0.763593, -0.407948, -0.500505)",fist
"(0, 0, 0)","(0.787124, 0.409389, 0.461343)","(0.310842, 0.399966, 0.862209)","(-0.141782, 0.287328, 0.94728)","(0.96556, 0.0265291, 0.258824)","(0.240334, 0.964592, 0.108634)","(-0.897085, 0.427494, -0.111746)","(-0.964735, -0.202263, -0.16845)","(0.921334, 0.0174337, 0.38838)","(0.187484, 0.982075, -0.0194771)","(-0.863909, 0.303555, -0.401891)","(-0.8952, -0.26637, -0.357302)","(0.852516, 0.0103056, 0.5226)","(0.192055, 0.978913, -0.0695939)","(-0.796324, 0.225658, -0.561201)","(-0.808833, -0.37934, -0.449322)","(0.771721, -0.0362732, 0.634926)","(0.316785, 0.937046, -0.146945)","(-0.68526, 0.186466, -0.704024)","(-0.763785, -0.407382, -0.500671)",fist
"(0, 0, 0)","(0.78709, 0.409195, 0.461572)","(0.31036, 0.400343, 0.862208)","(-0.142116, 0.288127, 0.946988)","(0.965511, 0.0261126, 0.25905)","(0.241239, 0.964442, 0.107961)","(-0.89657, 0.428437, -0.112268)","(-0.96492, -0.201315, -0.168528)","(0.921246, 0.0171502, 0.388602)","(0.18801, 0.981958, -0.0202777)","(-0.863551, 0.30397, -0.402344)","(-0.895224, -0.266349, -0.357257)","(0.852389, 0.010176, 0.52281)","(0.193168, 0.978663, -0.0700291)","(-0.795645, 0.227104, -0.561581)","(-0.809358, -0.377719, -0.449742)","(0.771535, -0.0362595, 0.635153)","(0.317406, 0.936727, -0.147636)","(-0.684824, 0.186549, -0.704426)","(-0.763946, -0.406859, -0.500852)",fist
"(0, 0, 0)","(0.787049, 0.409031, 0.461788)","(0.309921, 0.400648, 0.862224)","(-0.142413, 0.288784, 0.946743)","(0.96547, 0.0257672, 0.259238)","(0.242017, 0.964309, 0.107408)","(-0.896121, 0.429263, -0.112696)","(-0.965081, -0.200485, -0.168593)","(0.921172, 0.0169165, 0.388787)","(0.188431, 0.981863, -0.0209489)","(-0.863247, 0.304337, -0.402721)","(-0.895237, -0.266366, -0.357211)","(0.852283, 0.0100692, 0.522985)","(0.194116, 0.978451, -0.0703736)","(-0.795057, 0.228376, -0.561897)","(-0.809812, -0.376294, -0.450119)","(0.77138, -0.0362475, 0.635341)","(0.317918, 0.936462, -0.14821)","(-0.684446, 0.18664, -0.704769)","(-0.764082, -0.406373, -0.501038)",fist
"(0, 0, 0)","(0.795437, 0.40709, 0.448952)","(0.320767, 0.402719, 0.857278)","(-0.129493, 0.293625, 0.947109)","(0.965434, 0.0254731, 0.259398)","(0.242707, 0.964187, 0.10694)","(-0.895722, 0.430001, -0.113057)","(-0.965226, -0.199742, -0.16865)","(0.921109, 0.0167166, 0.388944)","(0.188776, 0.981784, -0.0215273)","(-0.86298, 0.304672, -0.403039)","(-0.895241, -0.266414, -0.357165)","(0.852192, 0.00997876, 0.523133)","(0.194943, 0.978267, -0.0706542)","(-0.794539, 0.229513, -0.562167)","(-0.810213, -0.375019, -0.450462)","(0.771248, -0.0362366, 0.635502)","(0.318353, 0.936237, -0.1487)","(-0.684112, 0.186737, -0.705068)","(-0.764198, -0.405921, -0.501227)",fist
"(0, 0, 0)","(0.803018, 0.405417, 0.436806)","(0.330913, 0.405869, 0.851919)","(-0.117695, 0.299801, 0.946714)","(0.965776, 0.0245081, 0.258216)","(0.244776, 0.96399, 0.103962)","(-0.894921, 0.431626, -0.113205)","(-0.965847, -0.198143, -0.166971)","(0.921585, 0.0161976, 0.387838)","(0.190371, 0.981405, -0.0245793)","(-0.862853, 0.305214, -0.402901)","(-0.896068, -0.266096, -0.355324)","(0.852811, 0.00996077, 0.522124)","(0.196912, 0.977667, -0.073433)","(-0.794497, 0.230311, -0.5619)","(-0.811668, -0.373815, -0.44884)","(0.771916, -0.0357927, 0.634717)","(0.319806, 0.935255, -0.151734)","(-0.684478, 0.186122, -0.704874)","(-0.765509, -0.40562, -0.499469)",fist
"(0, 0, 0)","(0.808072, 0.404227, 0.42851)","(0.337784, 0.408345, 0.848031)","(-0.109774, 0.304508, 0.946163)","(0.96609, 0.0236074, 0.257123)","(0.246694, 0.963795, 0.101199)","(-0.894174, 0.433135, -0.113349)","(-0.966419, -0.196652, -0.165419)","(0.922024, 0.0157099, 0.386813)","(0.191845, 0.981042, -0.0274118)","(-0.862732, 0.305724, -0.402774)","(-0.896831, -0.265802, -0.353616)","(0.853384, 0.00993909, 0.521189)","(0.198727, 0.977102, -0.0760168)","(-0.79446, 0.231023, -0.561659)","(-0.813003, -0.372723, -0.44733)","(0.772534, -0.0353853, 0.633987)","(0.321151, 0.934333, -0.154546)","(-0.684815, 0.185556, -0.704696)","(-0.766722, -0.405326, -0.497844)",fist
"(0, 0, 0)","(0.84935, 0.37492, 0.371535)","(0.395898, 0.446384, 0.8025)","(-0.0557763, 0.383755, 0.921749)","(0.972213, -0.0262553, 0.232621)","(0.316218, 0.948462, 0.0206226)","(-0.864461, 0.486566, -0.126335)","(-0.982074, -0.138539, -0.127818)","(0.931356, -0.0211338, 0.363496)","(0.259125, 0.959831, -0.107604)","(-0.849794, 0.33653, -0.405706)","(-0.922705, -0.227097, -0.311516)","(0.866274, -0.0117818, 0.499431)","(0.264403, 0.951742, -0.155816)","(-0.791563, 0.244949, -0.559847)","(-0.849393, -0.345463, -0.398981)","(0.785655, -0.0425273, 0.617201)","(0.381004, 0.894543, -0.23373)","(-0.689585, 0.180393, -0.701378)","(-0.806757, -0.385567, -0.447751)",fist
"(0, 0, 0)","(0.855956, 0.373456, 0.35759)","(0.406796, 0.458861, 0.789913)","(-0.0456866, 0.403483, 0.913846)","(0.972578, -0.0301885, 0.230609)","(0.324784, 0.945788, 0.000897036)","(-0.860334, 0.491853, -0.133813)","(-0.983636, -0.132076, -0.122538)","(0.932126, -0.0220968, 0.361459)","(0.267449, 0.955122, -0.127327)","(-0.847451, 0.336948, -0.410236)","(-0.925487, -0.225313, -0.30448)","(0.8675, -0.00946043, 0.497347)","(0.272563, 0.946032, -0.175308)","(-0.79064, 0.241423, -0.562675)","(-0.85363, -0.345077, -0.390176)","(0.786938, -0.0371382, 0.615914)","(0.388177, 0.88631, -0.252534)","(-0.689782, 0.172583, -0.703148)","(-0.811329, -0.386991, -0.438159)",fist
"(0, 0, 0)","(0.850111, 0.385392, 0.358865)","(0.396883, 0.474435, 0.785745)","(-0.0570029, 0.417632, 0.906826)","(0.969987, -0.0181279, 0.242479)","(0.316795, 0.948444, -0.00974459)","(-0.862722, 0.482465, -0.151457)","(-0.980974, -0.142264, -0.132101)","(0.927912, -0.00839986, 0.372704)","(0.260913, 0.955345, -0.138711)","(-0.844948, 0.324223, -0.425374)","(-0.919801, -0.238227, -0.311793)","(0.861567, 0.00573539, 0.507612)","(0.266747, 0.945571, -0.18639)","(-0.784526, 0.229524, -0.576054)","(-0.84683, -0.353725, -0.397188)","(0.779839, -0.0208397, 0.625633)","(0.383499, 0.885742, -0.261514)","(-0.682714, 0.155925, -0.713855)","(-0.802693, -0.400445, -0.441959)",fist
"(0, 0, 0)","(0.84746, 0.391336, 0.358703)","(0.392547, 0.482473, 0.783024)","(-0.062143, 0.425074, 0.903023)","(0.968571, -0.011822, 0.248457)","(0.312788, 0.949699, -0.0153556)","(-0.863789, 0.477609, -0.160493)","(-0.979547, -0.147459, -0.136904)","(0.925664, -0.00125079, 0.378344)","(0.257653, 0.955347, -0.144661)","(-0.843412, 0.317937, -0.433096)","(-0.916799, -0.245011, -0.315356)","(0.858439, 0.0136557, 0.512733)","(0.263877, 0.945225, -0.192144)","(-0.780805, 0.224602, -0.583007)","(-0.843598, -0.356542, -0.401522)","(0.776118, -0.012351, 0.630467)","(0.381099, 0.885366, -0.266253)","(-0.678963, 0.147295, -0.719245)","(-0.7982, -0.407294, -0.443833)",fist
"(0, 0, 0)","(0.84689, 0.393479, 0.357702)","(0.391819, 0.485794, 0.781334)","(-0.0633399, 0.428354, 0.901388)","(0.967972, -0.00920691, 0.250891)","(0.31125, 0.950164, -0.0176745)","(-0.864123, 0.47574, -0.164204)","(-0.978968, -0.14945, -0.138874)","(0.924723, 0.00171093, 0.380636)","(0.256416, 0.955309, -0.147089)","(-0.84255, 0.31584, -0.436296)","(-0.915539, -0.247906, -0.31675)","(0.857138, 0.0169343, 0.514809)","(0.262811, 0.945048, -0.19446)","(-0.778681, 0.224056, -0.586051)","(-0.842613, -0.355774, -0.404261)","(0.774572, -0.00883776, 0.632424)","(0.380106, 0.885196, -0.268232)","(-0.677346, 0.143799, -0.721474)","(-0.79634, -0.409963, -0.444716)",fist
"(0, 0, 0)","(0.847052, 0.394115, 0.356617)","(0.392315, 0.48714, 0.780245)","(-0.0631374, 0.42984, 0.900695)","(0.967727, -0.0081482, 0.251869)","(0.310723, 0.950318, -0.0185979)","(-0.864181, 0.475115, -0.165703)","(-0.978752, -0.150114, -0.139682)","(0.924341, 0.00291044, 0.381557)","(0.256002, 0.955274, -0.148036)","(-0.842018, 0.315429, -0.43762)","(-0.915018, -0.249156, -0.317275)","(0.85661, 0.0182613, 0.515641)","(0.262465, 0.944962, -0.195341)","(-0.777372, 0.224984, -0.58743)","(-0.842481, -0.353972, -0.406115)","(0.773946, -0.00741622, 0.633208)","(0.379696, 0.885127, -0.269039)","(-0.676637, 0.142449, -0.722406)","(-0.795586, -0.410902, -0.445199)",fist
"(0, 0, 0)","(0.848283, 0.393118, 0.354787)","(0.394254, 0.488328, 0.778524)","(-0.0615038, 0.432359, 0.899602)","(0.96764, -0.00921277, 0.252167)","(0.312517, 0.949686, -0.0207419)","(-0.86319, 0.47643, -0.167086)","(-0.979001, -0.148526, -0.139635)","(0.924236, 0.00222996, 0.381816)","(0.257825, 0.95445, -0.150173)","(-0.841045, 0.316561, -0.43867)","(-0.915338, -0.248467, -0.316892)","(0.856494, 0.0180164, 0.515843)","(0.264285, 0.944023, -0.197418)","(-0.776067, 0.226834, -0.588444)","(-0.843412, -0.351005, -0.406758)","(0.773752, -0.00723853, 0.633447)","(0.38128, 0.883833, -0.271045)","(-0.676096, 0.142005, -0.723)","(-0.796162, -0.410357, -0.444671)",fist
"(0, 0, 0)","(0.849362, 0.392228, 0.353187)","(0.395949, 0.489388, 0.776997)","(-0.0600748, 0.434608, 0.898614)","(0.96756, -0.0101675, 0.252438)","(0.314141, 0.949106, -0.0226665)","(-0.862287, 0.477625, -0.168335)","(-0.979224, -0.147081, -0.139599)","(0.92414, 0.00161928, 0.382051)","(0.259472, 0.9537, -0.152089)","(-0.840151, 0.317613, -0.439623)","(-0.915624, -0.247855, -0.316545)","(0.856388, 0.017798, 0.516027)","(0.265919, 0.943171, -0.199286)","(-0.774893, 0.228464, -0.58936)","(-0.844228, -0.348368, -0.407331)","(0.773577, -0.00707684, 0.633662)","(0.382702, 0.882663, -0.272846)","(-0.675602, 0.141608, -0.723539)","(-0.796678, -0.409848, -0.444216)",fist
"(0, 0, 0)","(0.850203, 0.391548, 0.351918)","(0.397312, 0.490121, 0.775838)","(-0.0589189, 0.436212, 0.897913)","(0.967502, -0.0108335, 0.25263)","(0.315312, 0.948684, -0.0240029)","(-0.861623, 0.478512, -0.16921)","(-0.979386, -0.146011, -0.139585)","(0.924072, 0.00119428, 0.382217)","(0.260652, 0.953166, -0.153413)","(-0.839454, 0.318509, -0.440305)","(-0.91582, -0.247455, -0.316292)","(0.856313, 0.0176467, 0.516156)","(0.267081, 0.94257, -0.200575)","(-0.773948, 0.229898, -0.590043)","(-0.844856, -0.346138, -0.407931)","(0.773455, -0.00696314, 0.633814)","(0.38369, 0.881844, -0.274106)","(-0.675233, 0.14136, -0.723932)","(-0.797036, -0.409431, -0.443959)",fist
"(0, 0, 0)","(0.850868, 0.391021, 0.350894)","(0.398424, 0.490634, 0.774943)","(-0.0579719, 0.437367, 0.897413)","(0.967462, -0.0113009, 0.252765)","(0.316171, 0.948374, -0.024935)","(-0.861127, 0.479186, -0.169828)","(-0.979506, -0.145206, -0.139583)","(0.924024, 0.000896543, 0.382334)","(0.26151, 0.952783, -0.15433)","(-0.838901, 0.319284, -0.440798)","(-0.915953, -0.247201, -0.316104)","(0.85626, 0.017541, 0.516247)","(0.267916, 0.942142, -0.201467)","(-0.773178, 0.231162, -0.59056)","(-0.845346, -0.344233, -0.408525)","(0.773368, -0.00688143, 0.63392)","(0.38438, 0.881267, -0.274992)","(-0.674952, 0.14121, -0.724224)","(-0.797286, -0.409081, -0.443832)",fist
"(0, 0, 0)","(0.851416, 0.390594, 0.350038)","(0.399362, 0.491014, 0.774219)","(-0.05717, 0.438249, 0.897034)","(0.967431, -0.0116495, 0.252867)","(0.31684, 0.948133, -0.0256244)","(-0.860733, 0.479729, -0.17029)","(-0.9796, -0.144562, -0.139588)","(0.923988, 0.000674306, 0.382422)","(0.262171, 0.952492, -0.155004)","(-0.838437, 0.319978, -0.441177)","(-0.91605, -0.247031, -0.315955)","(0.85622, 0.0174627, 0.516315)","(0.268552, 0.941821, -0.202123)","(-0.772524, 0.232291, -0.590971)","(-0.845748, -0.34257, -0.409093)","(0.773304, -0.00682087, 0.633999)","(0.384893, 0.880836, -0.275655)","(-0.674724, 0.141122, -0.724453)","(-0.797471, -0.408774, -0.443783)",fist
"(0, 0, 0)","(0.862668, 0.383971, 0.329196)","(0.418659, 0.500818, 0.757566)","(-0.0369367, 0.458158, 0.888103)","(0.970618, -0.0218403, 0.239631)","(0.331495, 0.942115, -0.0503038)","(-0.855278, 0.489973, -0.1686)","(-0.983665, -0.131526, -0.1229)","(0.929218, -0.00607493, 0.369481)","(0.275048, 0.944629, -0.178954)","(-0.839224, 0.324524, -0.436335)","(-0.924216, -0.239008, -0.297824)","(0.863632, 0.0146368, 0.50391)","(0.280564, 0.932871, -0.225912)","(-0.776636, 0.23313, -0.585223)","(-0.85698, -0.33617, -0.390608)","(0.782021, -0.00580899, 0.623225)","(0.394783, 0.868491, -0.299783)","(-0.68255, 0.13665, -0.71795)","(-0.810038, -0.405022, -0.424023)",fist
"(0, 0, 0)","(0.891748, 0.358497, 0.276161)","(0.469141, 0.526438, 0.709062)","(0.0164847, 0.516568, 0.856088)","(0.975712, -0.057045, 0.2115)","(0.375719, 0.918508, -0.1232)","(-0.835103, 0.521363, -0.175454)","(-0.992537, -0.0879351, -0.0844884)","(0.939496, -0.0306871, 0.341181)","(0.316332, 0.915167, -0.249806)","(-0.835479, 0.339653, -0.431985)","(-0.944458, -0.209251, -0.253404)","(0.87954, 0.0021669, 0.47582)","(0.319644, 0.900114, -0.29601)","(-0.782275, 0.236195, -0.576419)","(-0.885549, -0.313763, -0.342572)","(0.801013, -0.00613695, 0.598616)","(0.427835, 0.825166, -0.36886)","(-0.698164, 0.12524, -0.704898)","(-0.843045, -0.388515, -0.371929)",fist
"(0, 0, 0)","(0.905165, 0.344174, 0.249441)","(0.494686, 0.536129, 0.683997)","(0.0445732, 0.542306, 0.838998)","(0.977592, -0.0750459, 0.196677)","(0.395734, 0.904606, -0.158376)","(-0.825106, 0.536329, -0.177627)","(-0.995732, -0.0656009, -0.0649184)","(0.944335, -0.0437758, 0.326059)","(0.334334, 0.89872, -0.283765)","(-0.834424, 0.346918, -0.428234)","(-0.953609, -0.19375, -0.230415)","(0.887596, -0.00526202, 0.460592)","(0.336508, 0.882154, -0.329494)","(-0.786073, 0.238246, -0.570375)","(-0.898993, -0.301292, -0.31786)","(0.81107, -0.00777275, 0.584897)","(0.441476, 0.802286, -0.401792)","(-0.707172, 0.120928, -0.696624)","(-0.858811, -0.378399, -0.345336)",fist
"(0, 0, 0)","(0.938455, 0.294641, 0.180247)","(0.562558, 0.562904, 0.605531)","(0.121091, 0.62116, 0.774272)","(0.976484, -0.131972, 0.170476)","(0.455605, 0.849086, -0.26735)","(-0.789134, 0.578693, -0.20587)","(-0.999687, 0.00738595, -0.023918)","(0.95115, -0.0848909, 0.29683)","(0.389135, 0.834907, -0.389236)","(-0.823274, 0.365606, -0.434226)","(-0.974316, -0.141528, -0.175149)","(0.903186, -0.0282216, 0.428321)","(0.388316, 0.813521, -0.43289)","(-0.788592, 0.240354, -0.565997)","(-0.931832, -0.259109, -0.254068)","(0.831972, -0.0117071, 0.554694)","(0.483736, 0.718477, -0.49979)","(-0.724503, 0.104067, -0.681371)","(-0.898731, -0.342339, -0.274017)",fist
"(0, 0, 0)","(0.956823, 0.256576, 0.1366)","(0.605967, 0.57974, 0.544707)","(0.17227, 0.676136, 0.716354)","(0.971841, -0.170537, 0.162613)","(0.493096, 0.797793, -0.346962)","(-0.762266, 0.601452, -0.239178)","(-0.998192, 0.0598534, -0.00558842)","(0.951999, -0.111741, 0.284977)","(0.424031, 0.776749, -0.465681)","(-0.81257, 0.372726, -0.448114)","(-0.984283, -0.102935, -0.143496)","(0.910195, -0.0417355, 0.412073)","(0.420693, 0.751981, -0.507487)","(-0.787381, 0.235558, -0.569687)","(-0.949962, -0.227284, -0.214275)","(0.842931, -0.0108381, 0.537912)","(0.50929, 0.646605, -0.567914)","(-0.73364, 0.086305, -0.674035)","(-0.921758, -0.314206, -0.227237)",fist
"(0, 0, 0)","(0.965515, 0.230575, 0.120901)","(0.628153, 0.580461, 0.518159)","(0.19893, 0.697426, 0.688493)","(0.967004, -0.195214, 0.163691)","(0.515426, 0.767807, -0.380536)","(-0.744639, 0.615579, -0.258021)","(-0.995815, 0.0913616, -0.00230556)","(0.94988, -0.131125, 0.283786)","(0.445762, 0.744031, -0.497709)","(-0.803218, 0.381151, -0.457783)","(-0.988044, -0.0775526, -0.133246)","(0.911194, -0.0549516, 0.408296)","(0.441002, 0.717901, -0.538642)","(-0.782966, 0.238976, -0.57433)","(-0.958159, -0.204139, -0.200644)","(0.845809, -0.0170687, 0.533213)","(0.525726, 0.607491, -0.595456)","(-0.73503, 0.0837099, -0.672848)","(-0.932811, -0.292919, -0.20991)",fist
"(0, 0, 0)","(0.967323, 0.227887, 0.111144)","(0.634476, 0.582875, 0.507638)","(0.206991, 0.70318, 0.680215)","(0.9675, -0.197249, 0.158228)","(0.514929, 0.762451, -0.391811)","(-0.744585, 0.615585, -0.258162)","(-0.995483, 0.0948422, 0.00438571)","(0.951524, -0.131955, 0.277832)","(0.445035, 0.73748, -0.508003)","(-0.805179, 0.379899, -0.455371)","(-0.989325, -0.0758161, -0.124448)","(0.914064, -0.0544561, 0.401898)","(0.439559, 0.711083, -0.54877)","(-0.786093, 0.236831, -0.570937)","(-0.960399, -0.20189, -0.192025)","(0.849769, -0.0151416, 0.526938)","(0.523392, 0.599832, -0.605196)","(-0.739745, 0.0800732, -0.668106)","(-0.93543, -0.291337, -0.200231)",fist
"(0, 0, 0)","(0.981556, 0.178081, 0.0695391)","(0.680375, 0.588652, 0.436553)","(0.265173, 0.750601, 0.605212)","(0.958, -0.239661, 0.157474)","(0.5482, 0.689475, -0.473394)","(-0.713863, 0.632106, -0.301398)","(-0.98783, 0.154829, 0.0147976)","(0.948901, -0.162475, 0.270536)","(0.474743, 0.657541, -0.585029)","(-0.792746, 0.383254, -0.473993)","(-0.99494, -0.027732, -0.0965709)","(0.919188, -0.0714348, 0.387286)","(0.466412, 0.627882, -0.623076)","(-0.784752, 0.229216, -0.575869)","(-0.975097, -0.160085, -0.153487)","(0.860486, -0.0166179, 0.509203)","(0.542092, 0.506915, -0.670204)","(-0.750394, 0.0611085, -0.658161)","(-0.955621, -0.251678, -0.153126)",fist
